"WONSTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.12,3.00,4.47,,,,,
February,,,,,0.37,4.57,1.72,,,,,
March,,,,,1.23,0.60,0.66,,,,,
April,,,,,3.59,2.74,3.33,,,,,
May,,,,,3.65,3.64,2.46,,,,,
June,,,,,1.82,0.00,2.47,,,,,
July,,,,,3.69,3.28,2.23,,,,,
August,,,,,2.31,3.33,1.19,,,,,
September,,,,,5.36,3.54,1.32,,,,,
October,,,,,4.52,3.63,2.39,,,,,
November,,,,,2.83,2.26,7.36,,,,,
December,,,,,5.84,3.92,0.43,,,,,
Total,,,,,38.33,34.51,30.03,,,,,
Calc annual,0.00,0.00,0.00,0.00,38.33,34.51,30.03,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,
