BIRCHINGTON-FERNLEIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR313696,Long,1.322322,Lat,51.378302,Elevation,40,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,3.99,1.13,0.29,0.69,2.1,1.65,0.76,1.71,1.77,2.99,0.84,2.11,0.49,2.6,2.65,0.44,0.52,1.83,2.81,0.63,2.23,0.75,1.99,0.65,2.08,1.18,2.5,2.79,1.16,2.54,1,2.52,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.89,0.22,2.04,1.56,0.79,0.26,2.08,3.8,1.23,0.51,0.07,2.17,0.83,1.94,4.2,0.65,1.02,1.16,1.53,0.72,1.48,1.35,1.19,1.2,1.85,0.8,1.57,0.66,1.29,2.3,3.88,0.55,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,0.65,0.87,3.01,1.44,2.1,3.37,2.08,0.36,0.99,1.32,2.04,2.76,1.14,0.63,0.81,1.77,0.9,1.52,1.39,1.74,1.37,0.66,2.07,2.61,1.18,2.4,2.51,1.87,4.28,1.07,2.79,1.89,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.14,2.1,0.82,2.1,2.29,0.44,1.18,0,2.03,0.96,0.76,2.03,0.68,2.84,0.5,1.04,0.4,2.42,0.74,2.65,0.57,2.53,1.78,1.32,2.19,1,0.38,2.05,1.17,1.09,1.71,1.91,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.99,1.25,0.54,1.88,1.66,2.84,0.32,0.64,2.88,0.67,0.52,0.84,3.18,2.19,0.45,0.82,1.41,1.66,2.05,0.95,2.23,2.09,1.6,0.93,3.41,0.99,0.66,2.19,1.33,2.69,1.96,0.92,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,0.24,0.45,1.89,1.6,1.58,1.73,2.78,0.58,2.02,0.36,3.31,1.63,2.68,0.95,2.38,0.79,2.29,3.6,0.7,3.86,1.5,1.32,1.46,2.68,2.87,2.14,2.63,0.59,1.32,0.48,1.76,1.8,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.96,0.61,3.65,3.37,4.43,3.95,2.8,2.79,3.59,3.12,1.41,0.54,1.13,1.59,1.29,1.41,0.97,5,0.71,0.65,1.01,1.67,3.15,2.62,2.29,0.32,2.75,1.57,1.64,1.9,1.36,4.63,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.9,2.51,0.79,1.82,3.32,3.34,3.54,0.72,1.55,1.66,3.48,2.25,1.22,0.57,1.53,1.22,3.4,2.68,1.25,1.45,0.38,1.44,2.47,2.5,2.89,1.09,5.04,0.7,0.65,1.34,1.34,5.91,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,0.85,2.7,0.96,1.52,0.64,0.54,1.74,2.77,1.61,0.73,5.61,2.35,0.25,2.02,0.68,1.13,1.32,1.44,2.28,2.69,2.12,0.52,1.2,2.23,1.12,1.8,2.69,2.29,0.53,3.66,0.86,0.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,1.74,2.01,1.47,4.85,1.01,3.38,4.96,2.32,3.19,2.47,5.28,0.29,1.93,1.51,1.85,1.23,1.63,2.79,1.75,1.92,1.99,4.65,1.47,6.66,1.38,4.74,2.83,3.15,3.34,2.18,3.25,2.84,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,2.82,3.83,2.75,0.35,1.5,1.98,2.26,2.44,2.73,2.97,1.71,1.3,2.58,3.13,1.61,0.87,1.73,3.04,1.16,2.32,4.01,2.08,1.29,0.64,2.99,2.59,1.75,2.9,3.31,3.32,3.39,1.35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,3.91,1.77,1.32,1.14,1.35,2.13,2.14,2.04,1.19,1.88,3.45,2.76,1.45,1.99,1.76,2.93,1.47,1.48,2.07,0.32,1.7,1.6,2.26,3.31,2.7,3.17,2.01,1.27,4.77,4.89,2.68,2.5,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,23.08,19.45,19.53,22.32,22.77,25.61,26.64,20.17,24.78,19.64,28.48,21.03,17.56,21.96,19.71,14.3,17.06,28.62,18.44,19.9,20.59,20.66,21.93,27.35,26.95,22.22,27.32,22.03,24.79,27.46,25.98,27.32,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
