"PEMBRIDGE MARSTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1029,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,3.68,1.81,2.05,2.30,3.17,5.28,0.41,2.00,0.46,4.65,,
February,0.74,0.09,1.82,3.98,2.61,0.10,0.44,2.01,1.72,3.91,,
March,1.20,1.24,0.59,0.48,2.09,1.67,2.69,3.58,0.63,0.93,,
April,1.17,1.70,0.73,0.26,2.18,1.96,0.93,1.96,1.85,2.03,,
May,2.14,3.28,2.02,3.20,3.19,0.44,0.24,0.96,3.73,2.46,,
June,1.29,2.35,2.67,1.88,1.45,0.76,1.62,3.39,0.98,2.11,,
July,1.81,1.45,2.31,2.09,4.04,2.08,1.13,1.44,0.94,0.61,,
August,3.79,4.50,3.39,1.52,2.74,2.83,1.58,3.64,1.70,0.56,,
September,0.67,1.92,2.06,1.05,2.66,0.59,5.81,2.32,0.97,3.66,,
October,1.33,6.50,1.84,2.18,4.38,2.56,3.08,1.53,5.31,3.14,,
November,3.35,2.68,2.37,0.95,4.15,5.13,0.71,2.00,1.99,2.10,,
December,1.22,3.93,1.36,4.37,2.18,2.58,4.09,4.30,2.94,3.13,,
Total,22.39,31.45,23.21,24.26,34.84,25.98,22.73,29.13,23.22,29.29,,
Calc annual,22.39,31.45,23.21,24.26,34.84,25.98,22.73,29.13,23.22,29.29,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
