HELVELLYN BIRKSIDE (7 inch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY337133,Long,-3.025521,Lat,54.510651,Elevation,1900,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,6.8,1.5,3.1,1,7.3,13.8,14.1,5.2,3.8,6.8,4,5,13.6,6.1,5,3.7,10,1.5,5,1.7,6.9,14,7,4.4,6,11.5,10.4,4,11,2.3,10.8,8.4,9,4.6,8.1,11.7,9.3,9.1,10.8,2.1,10.7,10.7,6.1,9.2,6,4,4.7,4,,,,,
February,,,,,,,,,6,4.1,10.4,5.8,9.8,10.1,8,14.3,2.6,3.5,1.2,2.2,1.5,0.6,1.9,7,11.7,0.5,6.1,10.5,5,7.1,5.7,3.5,4,11,5.7,3,4.2,4.4,4.4,6.2,16,9.2,6.5,6.3,12.7,14.7,7.5,1.7,8.1,1.8,5.2,0.6,5.9,8.2,1.2,4.9,,,,,
March,,,,,,,,3.3,3,5.1,3.1,7.2,6.4,4,6.3,5.2,5.7,1.3,3.9,4.1,5.4,2.8,2.2,4.2,4.1,6.6,8,11.6,1.8,4.6,1.2,4.1,4.9,14.5,5,8.2,5.8,6.3,8.2,7.3,5.5,3.2,11.1,9.2,8.3,4.1,4.5,3.5,3.7,4.6,8.1,7.5,3.2,3.5,1.5,1.8,,,,,
April,,,,,,,,4.8,3.6,3.5,5.7,1.8,6.9,4.2,3,6.5,3.5,3.6,4.7,4,2.5,4.5,1.2,1,6.5,5.3,3,7.6,7.4,7.8,5.1,5.2,5.1,2.1,7,9.1,2.1,6.2,5,5,7.7,7.4,1.9,10.5,3.3,4.1,5.3,7.6,1.5,3.3,7.2,1.2,4.1,4.1,2.8,5.4,,,,,
May,,,,,,,,7.5,8.5,2,3.2,7.4,6.4,4.9,5.6,4.7,6,2,4.6,4.9,4.5,4.1,7.9,4,7.1,0.6,0.6,4,4.3,6.9,6.6,3.8,4.2,6.4,5.5,3.7,13.4,9.2,7.2,4.4,4.1,4.6,4.7,4.8,4.6,2.5,7.4,4.9,2.7,3.1,5.8,4.2,3,4.7,5.1,5.5,,,,,
June,,,,,,,,6.8,4.6,9.9,5.4,9.2,8.7,6.1,1.4,2.7,2.7,0.7,2.8,0.7,7.5,3,4.3,5.8,4.5,1.9,5.9,5.2,6.1,2.5,6.3,4.8,3,3.8,4.7,4.6,3,12.4,4.7,4.9,3.1,7.8,11.7,6.9,4.1,1.1,4.9,3.5,2.3,3.1,3.7,0.4,3.3,2,2.9,0.3,,,,,
July,,,,,,,,12,1.2,10.3,8.2,7.4,14.3,6.1,8.9,5.1,7.7,7.7,11.9,5.4,7.2,2.6,6.1,6.9,6.2,9,4,3.3,2.1,5.9,5.3,2.2,5.6,7,5.1,3.3,5.7,3.8,8.7,10.8,10.1,2.5,10.5,1.4,7,9.1,5.9,2.1,7.2,2.2,8.9,3.6,7.9,3.7,7,1.8,,,,,
August,,,,,,,,10.9,8,9,2.9,9.1,7.3,7.8,2.1,5.5,4.1,4.2,7.4,8.9,9,17.8,12.1,9.9,8.3,9.9,5,16.1,9,3.5,11.7,9.2,5.1,11.6,8,9,8.2,9.3,10.7,5.2,16.1,6.6,12.2,6.3,6.9,5.2,4.5,15.3,6.6,7.2,4.6,8.6,5.5,10.7,4.9,5.9,,,,,
September,,,,,,,,5.5,9.3,10.1,8.5,4.3,5.8,9.8,8.9,11.7,13.2,9.2,2.2,3.8,6.5,12.9,13.7,7,0.2,3.6,12.5,9.3,5,8.3,7.2,8.5,5,9.2,6,6.4,3.8,1.3,10.7,5.1,1.5,8,5.3,4.9,4.7,2,5,4,13.7,8,4,2.2,4.5,6.8,7.6,4.6,,,,,
October,,,,,,,,14.9,11,3.6,2.3,4.1,6.8,10.2,4.7,8.2,9.9,5.2,11.7,12.3,5,17,9.3,8.3,11.6,6.9,9.5,8.1,7.8,8.2,10.9,8.7,7.6,24,4.8,8,13.7,14.9,5.6,18.9,5.2,10.7,13.5,9.7,2.6,3.2,15.4,10.4,9,3.6,3,3.3,2.6,12.8,5.6,8.5,,,,,
November,,,,,,,,17.1,2.9,1.8,10.9,15.6,11.9,12.9,4.6,5.2,9.6,5.3,12.8,4.8,14.3,9.9,8.3,5.2,13,9.5,3.5,10.3,9.3,13.5,9.5,7,8.2,6.2,6,11.3,9.5,9.1,8.1,5,6.6,16.8,7,8.7,12.3,3.4,13.3,5.1,6.5,4.6,6,3.6,3.7,5.2,3.9,2.2,,,,,
December,,,,,,,,7.8,3,6.4,5.6,8.3,6.2,6.4,8.3,2.7,4.4,6.3,12.5,8,0.8,15.4,2.7,10.1,9.5,6.2,9.2,14.7,13,3.8,20,6.5,9.3,7.3,8,6,5.3,13.3,9.3,12.7,14.9,24.3,21.1,8.3,15.8,16.1,6.6,3.2,10,13.2,6.2,6.5,8.8,6.7,8,6.9,,,,,
Total,,,,,,,,,67.9,67.3,69.3,81.2,97.8,96.3,75.9,77,73.2,55.8,79.7,64.1,77.8,96.7,74.7,73.1,92.7,61.5,72.3,102.4,77.7,86.1,96.5,67.9,68,114.6,76.2,76.6,85.7,92.5,93.4,93.9,99.8,105.7,113.6,88.7,91.6,74.6,91.1,63.4,82,65.4,68.8,50.9,58.5,72.4,55.2,51.8,,,,,
