GAINFORD - observer various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ171169,Long,-1.737171,Lat,54.547069,Elevation,252,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,2.33,3.31,1.56,1.07,3.1,1.81,1.81,2.38,0.3,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,2.69,0.6,0.99,1.16,2.13,1.44,3.27,,,,,,,,,,,,,,,,,,3.49,2.1,1.59,1.54,1.44,1.87,3.61,,,,
February,,,,,,,,,0.66,1.4,2.14,1.54,2.74,1.2,1.54,1.21,1.89,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.98,1.23,1.65,1,2.4,1.05,1.82,,,,,,,,,,,,,,,,,,1,1.3,0.59,5.27,0.31,2.73,3.13,,,,
March,,,,,,,,,0.61,2.07,1.35,1.07,4.41,2.28,1.1,0.84,3.18,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.11,0.82,4.6,4.24,0.63,1.63,1.86,,,,,,,,,,,,,,,,,,2.5,1.22,1.71,1.89,2.27,0.63,1.98,,,,
April,,,,,,,,,2.6,1.54,0.45,2.86,2.49,0.66,1.28,0.84,2.69,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.54,1.77,2.61,1.94,2.23,1.91,0.15,,,,,,,,,,,,,,,,,,3.39,3.1,1.55,1.18,3.29,1.9,1.02,,,,
May,,,,,,,,,1.02,3.49,0.52,1.28,1,1.92,2.86,1.06,0.73,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,2.91,2.52,2.38,1.78,2.35,1.79,,,,,,,,,,,,,,,,,,,1.21,2.77,3.91,2.36,1.31,0.65,1.95,,,,
June,,,,,,,,,0.22,1.01,1.61,3.2,2.99,1.33,1.41,1.98,2.42,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.86,3.52,0.8,1.87,2.29,-999,,,,,,,,,,,,,,,,,,1.55,1.14,3.78,1.39,2.12,1.53,2.3,3.86,,,,
July,,,,,,,,,0.79,0.45,0.57,3.11,5.15,3.3,2.47,4.29,2.13,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.3,2.11,2.46,2.33,2.92,-999,,,,,,,,,,,,,,,,,,3.48,5.41,3.03,2.88,2.82,1.54,0.46,3.47,,,,
August,,,,,,,,,3.07,1.45,2.36,1.25,3.9,2.09,3.16,2.4,2.21,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,2.05,1.49,1.21,2.77,3.11,1.65,,,,,,,,,,,,,,,,,,1.95,4.13,3.49,2,0.51,2.79,2.5,1.6,,,,
September,,,,,,,,,5.12,3.89,0.81,5.52,3.32,1.44,2.56,3.17,3.77,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.47,0.39,3.08,1.98,0.11,2.06,,,,,,,,,,,,,,,,,,0.96,3.34,2.34,2.22,1.3,1.49,6.45,4.11,,,,
October,,,,,,,,,1.71,1.92,5.1,1.98,4.16,2.12,1.96,4.37,1.69,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3.61,4.42,1.76,2.27,1.96,2.81,,,,,,,,,,,,,,,,,,2.15,1.93,0.78,3.17,2.41,2.79,3.76,1.64,,,,
