MILNGAVIE DOUGALSTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS563736,Long,-4.301888,Lat,55.933918,Elevation,157,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,,,4.23,3.75,3.06,2.37,5.78,2.74,4.87,4.19,5.72,7.62,5.11,5.33,5.08,4.59,5.02,4.47,8.41,1.77,4.77,4.05,8.58,3.59,5.13,2.26,5.26,4.19,7.64,4.85,3.3,1.03,6.26,5.28,5.3,3.48,5.49,4.74,6.17,,
February,,,,,,,,,,,,,3.87,3.8,3.12,4.88,4.14,1.06,6.15,0.79,6.4,1.7,4.2,4.69,1.22,3.28,5.25,3.14,4.03,2.22,0.27,5.8,0.04,4.04,0.7,4.87,2.14,5.49,2.16,5.49,1.69,3.22,2.15,4.89,2.06,6.44,3.31,1.19,4.32,,
March,,,,,,,,,,,,,5.79,4.47,4.53,2.62,1.9,2.4,1.39,3.74,4.49,4.93,1.96,1.53,0.74,2.21,2.94,3.59,4.28,1.14,2.08,1.52,2.45,2.42,2.42,2.02,3.15,1.43,3.47,3.86,4.4,2.97,3.22,2.46,0.7,3.39,3.25,4.21,3.23,,
April,,,,,,,,,,,,,2.47,3.23,2.55,2.97,3.55,1.68,0.59,2.01,2.04,1.06,2.12,3.85,2.69,4.63,2.55,3.33,1.42,0.87,1.58,2.09,3.98,2.26,3.58,2.73,1.2,1.97,0.65,2.92,2.44,1.37,3.01,3.59,2.43,2.3,2.26,5.44,2.89,,
May,,,,,,,,,,,,,2.01,4.05,2.42,1.16,4.17,2.94,2.06,1.03,5.66,2.07,4.47,2.3,4.31,7.09,3.48,3.29,2.06,2.99,1.95,4.6,3.81,2.3,2.58,0.42,1.42,1.93,4.28,1.83,1.41,3.23,2.99,3.71,3.77,5.06,1.31,4.4,1.95,,
June,,,,,,,,,,,,,4.68,2.96,0.85,3.11,2.75,3.02,1.07,3.51,2.22,0.59,2.11,1.26,2.31,0.87,2.62,5.33,5.16,3.16,3.09,5.57,1.24,1.47,2.23,5.67,2.33,4.21,5.95,2.86,0.63,0.8,1.82,3.61,3.38,3.89,3.42,3.07,5.28,,
July,,,,,,,,,,,,,2.49,1.44,3.42,4.61,2.9,3.09,3.56,1.44,4.04,4.26,3.03,5.25,4.5,2.1,3.17,4.8,2.97,3.23,3.59,6.05,2.91,4.2,3.08,2.16,4.91,4.08,4.66,6.48,3.44,3.28,2.34,2.48,2.93,3.78,3.64,3.26,3.16,,
August,,,,,,,,,,,,,4.03,1.63,5.85,2.14,3.99,3.79,3.01,2.73,5.18,6.63,3.17,6.18,4.67,3.85,3.43,7.01,4.97,7.21,5.8,2.2,2.53,3.51,4.81,2.97,3.97,4.48,3.35,1.95,1.99,4.84,5.6,7.22,2.68,2.42,3.23,0,6.9,,
September,,,,,,,,,,,,,3.05,2.26,2.31,1.64,1.13,3.04,5.6,3.11,3.54,2.14,2.94,7.6,4.26,3.99,4.15,6.47,3.63,1.65,4.24,1.31,4.28,0.89,5.61,6.5,3.8,3.4,4.85,2.86,3.66,1.76,5.75,2.81,4.8,6.04,7.11,4.63,6.25,,
October,,,,,,,,,,,,,5.04,1.87,1.66,3.58,6.74,5.68,4.96,1,1.83,5.38,2.43,6.86,3.65,3.63,7.5,6.51,7.13,5.19,4.99,3.72,6.97,2.62,7.54,10.77,6.04,4.23,9.07,3.03,5.26,4.71,6.19,9.71,4.64,6.07,0.54,2.17,6.69,,
