HUNTINGDON-HINCHINGBROOKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL224715,Long,-0.20530434,Lat,52.32795,Elevation,74,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1154/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,0.72,0.53,1.36,1.41,2.25,1.05,1.83,0.66,1.93,1.73,0.62,0.64,1.57,1.47,1.03,3.17,1.06,1.23,0.58,1.34,1.02,2.85,2.68,0.94,2.32,1.34,1.71,2.03,3.57,1.82,2.01,2.2,1.11,1.96,1.01,2.53,1.64,3.75,1.41,,1.52,,1.24,0.98,1.29,2.94,3.14,2.62,4.02,1.85,2.74,2.29,3.44,1.28,1.9,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.12,0.92,1.69,1.54,0.3,0.39,2.64,0.54,0.92,2.6,0.87,0.96,0.99,2.66,0.66,1.57,0.92,1.1,0.47,1.64,0.81,1.2,0.72,1.01,2.1,4.26,0.78,0.91,2.79,0.73,0.39,1.59,2.92,0.71,1.88,2.13,2.33,1.13,0.75,,2.04,,1.45,0.59,1.6,2.11,2.96,0.58,0.57,1.85,1.81,0.98,0.63,0.91,1.31,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,0.7,1.12,0.21,0.62,1.48,2.41,1.97,0.96,0.6,0.12,2.09,1.17,2.38,1.28,1.61,1.65,0.92,1.77,3.23,0.71,1.35,2.45,2.63,2.49,1.21,5.32,1.61,0.64,2.6,1.42,1.07,1.45,2.41,0.57,0.88,0.31,1.64,1.38,0.06,,0.7,,1.74,1.59,0.44,0.91,3.33,0.15,1.93,2.01,3.35,1.77,0.66,0.15,0.39,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.99,0.94,0.06,0.81,1.14,0.6,1.57,1.4,1.68,0.73,2.49,1.03,1.4,0.59,1.59,0.62,2.75,2.14,1.37,1.35,0.68,0.2,1.77,0.45,0.76,1.07,1.5,2.8,2.21,3.11,1.2,2.95,1.08,2.91,1.24,4.02,1.66,0.91,1.56,,2.77,,0.82,1.42,3.29,1.45,2.12,0.27,1.98,1.26,1.24,0.66,0.82,1.48,0.47,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,2.5,1.12,0.72,1.42,0.37,0.72,1.48,2.69,1.51,1.14,0.84,3.1,2.46,1.92,1.27,1.56,3.73,1.5,1.4,1.86,0.84,1.59,2.06,0.56,1.72,2.22,1.06,1.49,0.39,1,0.92,1.36,1.05,2.99,3.07,2.35,0.64,1.7,1.23,,2.43,,1.49,0.58,0.83,0.65,4.02,2.22,0.73,1.21,2.52,2.92,1.74,1.15,2.58,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.41,2.5,0.8,2.57,0.56,1.89,2.63,1.34,1.07,2.18,1.81,2.96,3.89,0.59,3.35,4.03,1.33,1.25,4.03,0.7,1.34,4.34,0.85,2.59,1.32,1.79,3.79,0.45,1.03,1.27,0.53,1.15,0.54,1.72,0.26,2.36,2.33,2.2,1,,1.11,,1.89,1,2.53,4.59,1.3,0.58,1.8,0.81,1.91,0.84,2.44,1.51,2.06,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.2,2.23,2.01,3.21,2.91,1,0.21,0.98,1.36,0.84,2.22,1.15,3.37,1.52,0.93,0.81,2.29,2.38,3.51,1.02,0.27,3.46,0.52,1.37,3.42,1.66,2.52,3.6,2.72,3.7,0.35,3.58,2.86,3.68,1.83,2.57,2.09,1.96,1.84,,3.63,,1.12,2.35,0.77,6.18,1.57,1.02,2.21,2.99,2.23,2.73,1.51,1.43,1.58,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,3.16,2.57,1.91,1.9,3.24,1.71,3.43,2.14,1.83,3,1.41,2.39,3.14,1.34,3.44,1.35,1.39,3.13,1.94,1.29,1.74,7.49,0.76,1.26,1.89,3.71,5.22,1.01,2.41,0.85,0.88,2.13,2,1.83,2.46,1,2.62,1.62,0.6,,4.08,,0.89,1.7,1.21,0.39,1.07,1.82,2.74,0.1,4.09,1.96,1.87,1.86,1.74,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,0.47,2.65,0.87,1.4,0.71,4.07,2.69,0.02,2.68,0.41,1.05,1.1,2.39,2.1,1.57,1,0.78,1.96,2.94,0.57,1.46,1.69,2.32,0.85,1.19,0.6,1.99,5.79,1.91,1.77,1.06,2.35,2.98,2.35,2.77,2.38,3.95,0.6,0.24,,2.63,,2.16,1.51,3.58,2.36,1.11,2.36,0.98,0.5,0.43,1.09,1.35,2.68,2.32,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,4.71,3.88,3.88,1.93,1.5,3.95,1.25,2.77,2.88,1.81,1.67,1.8,5.73,1,1.11,3.45,2.83,1.3,3.57,0.93,2.04,2.01,2.89,3.23,1.02,1.38,3.49,1.5,0.94,0.81,1.06,0.54,3.21,3.74,3.17,2.13,1.65,2.75,3.13,,0.49,,1.32,1.51,2.14,1.52,2.23,2.32,4.06,1.66,1.7,1.91,1.39,2.67,3.1,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
