TUNBRIDGE-WELLS-CALVERLEY-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ588392,Long,0.2689,Lat,51.1305,Elevation,351,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,330/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,4.28,2.51,3.5,2.12,3.13,0.94,5.15,6.55,3.56,5.49,2.47,3.24,2.89,5.9,2.06,2.2,2.99,2.74,4.11,0.97,1.08,2.86,2.23,1.14,1.67,3.94,5.31,2.54,3.51,2.99,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.57,2.54,0.71,2.33,0.15,5.48,2.32,4.81,0.92,1.48,2.64,3.36,0.82,1.53,1.15,2.11,3.28,2.29,1.65,1.43,5.12,5.87,0.75,1.31,2.24,2.25,1,4.91,2.11,0.05,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.2,0.46,1.84,3.38,3.75,0.37,1.29,4.34,0.63,1.38,3.4,3.04,2.65,0.43,0.06,2.19,1.82,5.95,1.22,0.92,1.35,2.86,3.32,0.24,3.55,1.41,1.08,1.14,1.73,2.22,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.86,4.05,2.25,0.72,2.99,3.02,2.11,2.24,0.8,2.87,1.87,1.78,1.58,1.67,1.58,1.22,2.1,2.26,1.29,1.67,2.63,2.02,1.68,2.33,0.46,0.24,1.24,0.25,1.53,2.75,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.89,2.82,2.85,2.19,0.88,1.66,0.16,2.2,3.03,1.84,1.33,2.38,3.6,3.35,0.51,2.39,2.43,1.89,2.72,1.5,1.55,2.04,1.35,1.57,2.39,4.72,0.48,1.25,1.97,1.32,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.96,1.27,1.38,1.12,1.38,2.25,3.26,2.52,0.59,1.17,0.25,2.08,0.27,1.36,1.38,1.29,3.28,2.99,4.35,0.68,1.42,1.75,1.2,1.9,3.18,2.76,2.72,1.5,4.88,0.85,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.84,2.42,3.09,1.94,1.21,0.72,3.49,0.69,1.47,2.61,3.09,2.29,2.27,2.24,1.84,3.39,1.81,1.41,1.27,0.37,2.65,2.15,0.74,3.1,3.29,4.42,3.45,4.55,1.9,2.27,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.38,3.83,0.53,0.91,1.77,4.68,0.91,1.96,1.63,2.38,0.07,4.19,2.3,1.28,2.8,1.54,7.15,0.18,3.8,1.39,2.1,5.87,4.11,1.96,3.09,0.91,3.89,2.52,5.33,1.12,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.87,2.28,2.32,3.4,1.51,4.36,2.61,2.17,2.84,0.85,1.44,0.54,2.4,1.15,2.6,2.2,3.54,1.43,2.1,2.23,2.56,3.62,3.54,3.98,2.37,2.62,3.75,3.28,3.61,0.14,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.44,0.56,6.85,2.2,2.09,4.11,2.18,3.26,3.84,7.83,4.42,1.52,3.41,3.33,4.83,3.66,1.16,0.48,1.86,7.39,0.32,1.48,3.13,3.02,2.47,4.8,1.79,1.24,3.92,2.59,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
