MACCLESFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ919736,Long,-2.1226,Lat,53.2595,Elevation,539,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.8,2.85,1.05,1.45,3.47,0.14,2.49,4.41,1.3,2.21,2.55,3.12,1.94,2.7,1.64,0.77,4.73,2.14,2.6,2.66,1.97,3.95,2.29,0.83,0.73,0.14,1.42,2.21,1.89,1.66,3.61,1.09,1.37,0.89,2.65,2.46,3.4,2.02,3.57,3.48,1.83,1.46,2.61,3.85,6.26,2.78,2.1,3.95,3.59,2.34,4.58,1.48,3.07,1.33,2.08,1.03,2.39,2.19,1.88,4.7,1.82,2.04,1.47,2.67,3.4,3.39,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.1,1.2,0.1,1.78,0.81,1.86,0.54,0.86,2.95,2.26,3.16,2.41,2.02,4.12,0.89,1.95,3.62,1.06,2.17,0.58,2.33,3.94,1.21,2.01,1.52,3.68,1.91,1.59,0.78,1.28,0.37,0.75,0.87,1.17,0.52,0.2,2.42,4.24,5.9,0.35,2.43,3.63,2.7,1.38,4.09,1.58,1.11,3.28,3.77,2.48,3.41,2.24,3.71,1.33,2.35,2,0.62,0.97,1.5,2.68,3.42,0.83,2.52,0.72,2.71,0.69,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,0.15,1.25,0.45,4.07,4.5,5.13,3.2,1.35,1.73,1.46,2.59,1.21,3.83,1.27,1.85,0.76,3.2,2.55,1.65,0.55,2.49,2.54,1.15,0.94,1.28,2.91,1.43,0.91,1.65,1.77,1.93,1.14,1.6,2.6,2.99,1.91,0.81,1.3,2.91,4.24,5.65,5.05,1.01,2.03,0.81,2.89,3.34,4.82,1.54,4.06,2.99,3.02,3.27,2.23,0.6,1.89,3.45,3.4,3.45,1.16,1.35,1.61,1.35,3.04,1.83,1.85,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,0.05,2.7,2.25,3.15,3.72,1.41,1.24,2.7,1.08,1.17,1.06,1.04,3.52,2.74,2.34,1.78,2.84,3.82,0.51,1.8,0.6,2.95,1.74,1.39,1.14,1.55,1.08,2.9,1.6,0.8,1.29,1.02,0.66,1.76,1.92,0.82,1.5,1.06,0.61,1.25,2.55,2.08,3.17,2.13,4.55,2.55,3.13,2.71,1.93,2.39,2.39,2.76,1.57,1.51,1.93,3.86,2.3,0.56,3.03,1.11,1.08,2.97,1.87,1.17,2.09,4.66,1.2,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.2,2.18,1.9,3.38,0.64,3.06,1.25,3.71,2.27,2.48,2.95,1.73,1.51,1.93,4.79,0.73,2.86,3.34,2.78,2.38,1.46,1.01,2.53,3.88,1.94,2.25,2.44,0.96,0.99,1.56,1.79,4.29,1.59,0.57,3.02,2.01,3.43,3.68,2.99,3.39,0.79,0.54,1.72,2.79,2.15,1.49,1.4,4.8,2.11,2.33,0.74,2.81,2.78,1.95,1.41,2.19,0.48,1.87,2.34,2.13,1.02,2.02,1.77,2.02,1.33,4.16,1.55,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,2.6,2.15,2.1,3.66,2.06,5.44,2.84,5.07,4.76,3.04,0.68,4.13,1.66,0.17,0.97,1.93,3.97,5.29,2.72,0.68,2.06,2.88,1.92,2.68,3.1,2.63,1.55,5.94,3.74,1.3,2.56,1.27,0.62,2.32,0.67,3.81,0.8,3.89,2.64,3.28,4.75,3.74,4.27,2.38,2.34,3.67,1.76,1.53,1.17,0.49,2.05,1.23,5.13,2.12,2.22,1.91,3.45,3.16,2.02,1.12,2.22,2.17,2.12,1.46,2.31,2.83,0.53,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.6,3.07,4.14,2.95,1.69,2.56,4.34,4.83,2.09,1.81,3,3.56,4.88,0.39,1.17,2.02,5.78,6.98,3.56,2.95,4.78,2.04,4.05,1.48,3.91,5.62,2.27,3.84,2.8,2.99,1.13,4.31,0.71,5.18,2.67,2.73,2.77,3.51,3.1,4.07,6.39,1.9,1.36,0.99,2.02,4,2.45,3,3.53,1.91,3.5,1.53,3.22,4.28,4.2,5.25,0.45,2.99,1.19,4.28,4.83,1.55,1.29,3.87,2.29,4.35,0.82,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.25,3.05,3.12,2.74,4.79,6.53,2.43,2.56,4.28,2.53,4.25,5.35,1.71,3.42,3.22,2.06,1.93,2.18,5.16,4.06,1.44,2.21,4.68,3.41,5.25,1.74,4.45,4.11,2.09,2.23,1.41,2.18,0.91,3.04,4.6,3.63,3.38,4.68,2.88,5.43,3.46,3.75,3.58,5.69,2.23,4.46,2.27,3.21,5.3,4.06,4.45,2.74,5.74,2.5,2.34,4.74,2.19,4.97,1.94,3.18,2.8,2.54,4.3,2.54,3.11,1.86,4.58,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,1.45,3.11,1.25,3.17,3.77,2.38,4.28,2.99,5.52,4.02,0.23,5.81,2.95,1.94,8.2,2.62,4.58,3.37,2.72,4.52,2.72,5.01,1.57,3.53,1.73,3.93,1.61,1.48,4.39,2.33,2.91,2.01,2.67,1.19,3.12,0.5,2.39,3.8,2.71,0.31,0.84,5.78,5.62,0.74,5.17,1.54,1.13,1.45,5.8,1.88,2.75,2.14,0.64,3.37,1.83,0.33,2.7,1.68,0.87,2.96,0.52,2.22,1.54,6.19,2.55,2.75,0.64,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.8,3.1,2.36,3.83,2.85,3.33,1.22,4.18,5.35,2.55,4.36,2.2,3.63,4.6,2.54,5.67,5.92,5.64,5.1,2.7,3.81,1.57,3.23,2.85,1.53,1.73,1.8,3.09,4.35,1.88,4.65,3.71,1.71,1.12,1.92,2.53,3.75,6.08,2.79,3.83,3.03,4.81,1.92,3.97,3.86,5.9,4.4,4.56,8.16,1.35,3.63,4.97,3.24,0.56,4.01,2.17,2.16,2.7,1.53,1.29,0.99,2.79,4.71,1.31,2.03,0.95,1.74,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,0.35,4,0.65,1.05,2.49,2.31,3.97,1.61,2.57,4.46,4.09,5.17,1.29,1.64,3.63,0.84,2.47,3.09,3.1,4.4,2.59,2.74,3.34,2.1,1.01,2.65,2.04,5.01,2.42,1.25,1.93,1.89,1.08,2.91,1.83,5.29,1.81,2.79,2.67,3.12,3.28,1.75,4.25,3.71,1.95,3.22,4.32,2.27,4.33,2.73,3.95,2.83,3.04,2.8,1,4,2.18,2.05,2.36,2.81,1.15,2.06,3.68,1.53,2.09,0.53,1.3,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,1.1,2,0.85,2.94,2.19,2.84,1.99,3.09,2.57,2.16,0.64,3.41,3.77,7.89,4.74,1.8,2.51,3.95,0.99,1.81,1.18,2.93,2.74,1.66,1.36,4.64,2.81,3.69,2.1,2.81,1.81,3.71,2.45,1.63,2.04,0.1,5.96,2.88,4.8,3.9,4.46,6.22,5.62,4.9,3.36,4.79,5.88,3.44,2.74,2.3,0.49,4.64,2.7,1.9,5.4,2.67,4.3,2.78,1.37,4.2,3.84,2.52,0.98,5.24,5.06,1.7,3.71,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,31.41,23.92,28.47,31.5,38.64,30.69,36.97,37.11,30.2,27.19,40.7,31.66,32.51,39.69,23.83,36.34,49.21,32.39,31.72,24.43,30.13,36.23,27.63,24.75,30.27,26.78,35.78,29.19,21.47,24.19,30.3,15.38,23.56,26.45,27.58,30.36,39,32.75,40.96,37.62,40.48,41.65,33.62,34.89,42.78,33.99,33.52,47.12,28.34,32.83,36.63,34.8,31.04,29.23,32.15,25.13,29.22,23.21,29.91,26.99,27.43,26.74,30.67,29.29,31.73,22,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
