"MACCLESFIELD",,,,,,,,,,,,
Grid ref,SJ917737,Long,-2.125882,Lat,53.260235,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.26,2.78,2.10,3.95,3.59,2.34,4.58,1.48,3.07,1.33,,
February,4.09,1.58,1.11,3.28,3.77,2.48,3.41,2.24,3.71,1.33,,
March,0.81,2.89,3.34,4.82,1.54,4.06,2.99,3.02,3.27,2.23,,
April,2.55,3.13,2.71,1.93,2.39,2.39,2.76,1.57,1.51,1.93,,
May,1.49,1.40,4.80,2.11,2.33,0.74,2.81,2.78,1.95,1.41,,
June,3.67,1.76,1.53,1.17,0.49,2.05,1.23,5.13,2.12,2.22,,
July,4.00,2.45,3.00,3.53,1.91,3.50,1.53,3.22,4.28,4.20,,
August,4.46,2.27,3.21,5.30,4.06,4.45,2.74,5.74,2.50,2.34,,
September,1.54,1.13,1.45,5.80,1.88,2.75,2.14,0.64,3.37,1.83,,
October,5.90,4.40,4.56,8.16,1.35,3.63,4.97,3.24,0.56,4.01,,
November,3.22,4.32,2.27,4.33,2.73,3.95,2.83,3.04,2.80,1.00,,
December,4.79,5.88,3.44,2.74,2.30,0.49,4.64,2.70,1.90,5.40,,
Total,42.78,33.99,33.52,47.12,28.34,32.83,36.63,34.80,31.04,29.23,,
Calc annual,42.78,33.99,33.52,47.12,28.34,32.83,36.63,34.80,31.04,29.23,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
