KNARESBOROUGH (THE ABBEY),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3362,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.14,1.77,2.22,1.93,,,,,,,,
February,2.22,0.39,4.81,0.49,,,,,,,,
March,0.79,1.85,1.70,2.32,,,,,,,,
April,3.16,2.57,1.38,3.07,,,,,,,,
May,3.10,5.45,3.14,1.51,,,,,,,,
June,4.47,0.65,1.36,1.94,,,,,,,,
July,4.75,5.04,1.95,2.21,,,,,,,,
August,3.51,1.46,0.51,1.24,,,,,,,,
September,5.42,2.45,2.10,2.18,,,,,,,,
October,1.06,3.59,-999.00,2.29,,,,,,,,
November,4.34,2.39,2.85,1.99,,,,,,,,
December,1.12,1.18,0.83,4.97,,,,,,,,
Total,36.08,28.79,26.43,26.14,,,,,,,,
Calc annual,36.08,28.79,22.85,26.14,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,3.58,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
