FEWSTON BLUBBERHOUSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE166553,Long,-1.748293,Lat,53.993477,Elevation,575,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,
January,,,,,,,,,,,,,,,,,6.5,2.65,1.64,1.38,4.5,2.51,3.15,1.29,4.51,5.37,1.93,2.68,3.11,5.79,5.23,2.63,1.98,3.03,3.37,1.74,5.45,1.64,2.55,1.64,4.66,1.49,5.07,4.6,2.47,5.93,3.02,3.8,3.45,4.91,5.91,5.89,4.64,2.95,2.62,3.74,3.99,3.1,7.88,1.9,6.54,3.2,2.92,1.87,2.94,2.45,5.8,4.96,6.5,6.32,3.37,5.17,5.63,5.14,5.55,4.71,4.02,3.75,9.78,2,2.65,4.47,4.52,1.28,3.14,2.51,4.82,3.05,2.8,3.23,6.79,,,,,,,,
February,,,,,,,,,,,,,,,,,1.54,1.06,3.01,1.99,1.22,0.38,4.03,5.29,7.16,0.66,1.14,3.27,4.09,1.98,7.85,1.33,1.08,4.51,4.19,2.76,2.58,2.28,3.32,1.77,3.37,3.9,2.1,1.62,2.24,4.77,5.52,0.73,4.97,2.4,3.35,0.31,4.38,6.33,0.99,6.7,3.68,1.8,4.39,0.88,1.68,3.89,0.57,5.66,0.35,6.16,3.37,6.9,2.47,4.59,2.56,5.01,1.85,2.88,2.21,5.25,5.09,4.46,2.88,2.5,7.75,3.97,0.91,3.18,2.92,2.13,2.54,3.22,5.95,0.53,2.78,,,,,,,,
March,,,,,,,,,,,,,,,,,5.71,1.61,4.75,2.75,3.29,2.84,1.19,1.09,3.95,3.07,4.55,5.25,1.63,1.91,0.96,2.86,1.64,5.35,2.31,3.58,2.6,3.01,4.95,4.08,0.66,2.51,4.79,4.67,4.13,1.24,4.95,3.08,1.67,4.94,3.16,2.58,3.03,1.91,1.41,1.48,1.87,2.81,3.49,0.44,2.71,0.69,3.19,2.03,3.23,1.54,2.86,4.12,0.96,2.92,2.76,4.38,3.81,1.18,0.56,1.46,1.4,6.17,2.2,1.63,1.5,3.61,2.47,1.13,2.43,2.34,1.8,2.87,2.38,1.63,2.92,,,,,,,,
April,,,,,,,,,,,,,,,,,2.94,1.1,3.91,3.96,1.66,2.67,2.25,0.84,2.55,2.33,2.34,2.64,3.15,3.17,2.03,3.28,1.02,2.08,2.64,2.92,1.11,2.43,2.84,3.38,3.35,1.72,0.84,3.81,1.43,1.49,2.33,2.43,0.85,2.13,4.72,1.37,3.38,2.77,1.01,4.5,1.16,2.88,1.12,1.72,3.72,4.42,3.2,1.99,3.58,2.88,2.09,3.12,0.53,1.78,3.28,2.97,1.64,2.28,3.7,2.84,1.92,4.6,3.42,3.36,3.9,2.51,1.91,2.74,0.66,1.03,3.04,0.32,1.2,4.96,2.46,,,,,,,,
May,,,,,,,,,,,,,,,,,5.27,2.23,1.2,2.67,3.06,2.16,3.6,2.78,1.8,0.57,0.52,1.1,2.89,3.6,1.7,1.34,1.65,4.1,3.67,0.58,3.17,4.36,2.88,2,2.01,1.21,2.43,3.06,1.73,2.3,2.43,2.15,4.03,1.55,3.69,2.27,1.18,4.33,2.53,6.21,1.85,1.54,2.11,1.62,1.85,3.6,4.66,4.48,2.23,1.63,2.1,3.12,3.32,1.07,1.61,1.93,3.09,2.88,1.98,3,2.97,3.43,1.07,2.27,2.77,4.97,1.53,1.61,3.59,3.17,1.32,1.63,4.97,1.51,1.03,,,,,,,,
June,,,,,,,,,,,,,,,,,1.24,0.1,2.39,0.18,3.83,1.18,4.49,2.29,3.25,2.33,4.53,3.76,2.35,1.51,3.49,1.41,1.19,1.89,2.42,1.92,1.02,5.91,1.11,2.64,2.83,2.94,6.71,1.65,2.86,0.62,2.54,2.12,1.11,1.14,1.51,0.04,2.01,1.24,1.17,0,3.13,3.25,5.63,1.27,2.32,5.82,1.11,4.6,2.14,3.38,4.51,3.3,3.41,2.63,0.56,0.34,1.23,2.95,2.54,3.64,2.7,3.63,3.21,0.84,1.32,1.02,2.31,2.07,2.39,2.82,2.52,1.58,5.25,1.57,1.48,,,,,,,,
July,,,,,,,,,,,,,,,,,3.54,1.27,5.85,2.37,2.63,3.91,1.69,2.2,3.38,5.27,2.13,1.52,2,1.98,3.21,1.52,2.58,4.49,1.71,1.11,1.87,2.22,5.16,4.36,2.9,0.92,5.25,0.7,3.7,3.84,2.19,1.45,5.04,2.72,6.54,1.93,5.26,3.55,3.87,1.33,1.76,4.11,1.12,2.98,4.64,4.62,4.63,2.49,1.47,1.43,4.13,2.34,3.5,5.62,4.89,1.9,2.89,2.18,3.99,2.65,3.98,2,1.37,2.6,2.92,2.37,1.62,3.28,2.04,1.21,5.75,4.73,4.43,1.98,7,,,,,,,,
August,,,,,,,,,,,,,,,,,1.93,2.9,3.32,5.16,5.35,5.11,4.49,3.24,3.31,2.79,1.65,4.39,4.09,1.54,5.44,1.69,3.2,5.5,3.86,3.85,3.97,2.71,2.93,3.2,5.28,2.43,6.15,2.05,2.11,2.5,2.3,6.84,2.71,2.69,2.05,5.01,5.38,5.23,3.17,3.77,4.13,7.97,4.22,3.17,4.16,4.51,1.26,0.78,1.76,2.32,3.12,1.17,4,1.57,1.06,5.05,3.66,4.51,2.98,3.85,6.62,0.32,3.13,2.8,5.51,4.99,4.55,4.92,7.55,1.2,7.37,5.11,3.46,0.63,3.68,,,,,,,,
September,,,,,,,,,,,,,,,,,2.59,4.44,0.71,1.64,2.28,2.14,2.07,2.21,0.74,1.91,5.7,3.49,1.02,4.52,0.87,1.17,1.43,5.16,1.25,2.32,0.79,0.83,3.77,2.3,0.21,3.38,1.89,1.51,1.77,0.55,1.88,1.5,8.42,1.49,1.2,1.52,4.18,3.32,3.86,2.88,1.96,4.21,0.74,0.7,4.39,5.06,3.39,2.8,2.6,6.31,3.57,1.64,2.64,1.59,2.97,0.47,2.69,4.64,6.45,2.41,6.73,1.67,2.61,1.29,5.87,2.73,4.77,3.01,2.83,2.22,5.61,5.02,4.83,0.26,2.84,,,,,,,,
October,,,,,,,,,,,,,,,,,5.44,2.99,0.93,5.69,1.8,4.61,8.48,3.6,5.41,5.68,4.14,1.74,5.85,3.24,4.97,2.15,3.95,9.41,1.2,2.41,6.15,7.48,2.17,2.87,4.13,3.21,3.69,2.3,2.54,1.32,7.49,5.27,2.69,3.3,2.82,2.47,0.99,4.48,4.08,4.44,3.92,3.8,5.15,3.87,3.88,1.45,4.77,4.09,3.82,7.66,3.26,2.83,8.03,3.51,3.81,5.56,3.74,2.47,3.48,5.76,1.98,2.04,2.11,4.27,2.54,1.43,3.66,2.2,5.83,3.09,2.06,4.6,3.38,3.39,6.47,,,,,,,,
