"FEWSTON (BLUBBERHOUSES)",,,,,,,,,,,,
Grid ref,SE166553,Long,-1.748293,Lat,53.993477,,,,,,,
Station no,3332,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.47,4.52,1.28,3.14,2.51,4.82,3.05,2.80,3.23,6.79,,
February,3.97,0.91,3.18,2.92,2.13,2.54,3.22,5.95,0.53,2.78,,
March,3.61,2.47,1.13,2.43,2.34,1.80,2.87,2.38,1.63,2.92,,
April,2.51,1.91,2.74,0.66,1.03,3.04,0.32,1.20,4.96,2.46,,
May,4.97,1.53,1.61,3.59,3.17,1.32,1.63,4.97,1.51,1.03,,
June,1.02,2.31,2.07,2.39,2.82,2.52,1.58,5.25,1.57,1.48,,
July,2.37,1.62,3.28,2.04,1.21,5.75,4.73,4.43,1.98,7.00,,
August,4.99,4.55,4.92,7.55,1.20,7.37,5.11,3.46,0.63,3.68,,
September,2.73,4.77,3.01,2.83,2.22,5.61,5.02,4.83,0.26,2.84,,
October,1.43,3.66,2.20,5.83,3.09,2.06,4.60,3.38,3.39,6.47,,
November,8.43,2.33,4.47,6.46,2.54,1.37,2.51,1.18,5.47,6.01,,
December,5.31,3.43,1.92,4.51,5.85,4.22,3.71,5.90,7.84,5.21,,
Total,45.81,34.01,31.81,44.35,30.11,42.42,38.35,45.73,33.00,48.67,,
Calc annual,45.81,34.01,31.81,44.35,30.11,42.42,38.35,45.73,33.00,48.67,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
