HODDESDON-HIGH-ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL372085,Long,-0.0135238,Lat,51.758388,Elevation,130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,2.03,1.78,2.94,1.35,2.61,2.01,3.02,1.67,2.92,1.39,2.15,1.55,1.21,1.66,1.69,1.28,3.31,3.46,2.41,5.04,1.85,2.21,1.92,3.33,1.3,2.03,1.57,1.81,3.36,1.12,1.47,2.18,1.57,0.87,0.98,2.13,3.19,1.02,2.26,1.77,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.35,0.06,1.81,3.25,0.82,2.98,2.92,3.51,1.52,0.57,0.52,1.83,0.15,1.31,0.21,2.82,1.59,3.31,0.48,0.75,1.49,2.08,1.14,1.3,0.97,1.35,2.34,1.45,1.18,1,3.29,4.97,0.57,1.47,2.13,1.51,0.46,2.61,2.44,0.1,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,0.96,0.9,1.6,1.81,1.02,0.89,0.2,1.74,2.03,0.01,1.71,0.09,1.54,2.09,2.17,0.5,0.83,2.3,0.29,1.51,2.4,2.06,1.39,0.47,0.14,0.61,1.24,5.49,0.67,0.72,0.58,2.59,2.72,0.38,2.36,1.04,0.72,1.18,0.92,1.8,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,3.79,1.14,2.29,1.35,3.28,1.42,2.79,1.72,1,1.44,2.06,3.8,1.98,0.95,1.64,2.85,1.06,2.73,0.13,2.23,1.23,1.11,1.15,1.03,1.37,1.12,1.7,1.06,1.18,1.43,1.62,2.9,1.14,2.17,0.2,0.38,1.16,0.2,1.09,2.54,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,0.27,0.74,0.6,1.02,1.53,3.62,1.71,1.31,0.95,1.25,1.37,2.13,2.77,3.11,2.27,0.4,1.15,0.44,2.65,2.02,1.37,1,1.85,2.1,1.49,0.68,1.7,2.48,0.73,2.01,1.81,1.54,2.34,1.03,1.24,1.93,3.99,0.47,0.8,2.84,1.05,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,1.31,0.29,0.92,0.64,2.54,0.18,3.59,3.1,2.87,1.68,2.81,1.21,0.79,1.39,1.29,3.66,3.41,1.72,0.3,1.39,0.46,0.76,0.09,1.61,1.46,1.75,2.61,2.52,2.28,0.83,1.53,1.1,1.25,1.91,3.05,2.28,2.5,1.43,5.78,1.37,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.56,0.24,2.13,2.03,6.67,3.38,,2.91,1.74,2.53,1.99,2.77,1.79,1.22,1.06,0.78,3.7,1.73,1.37,1.89,2.2,2.42,2.25,1.37,1.62,2.75,3.11,1.98,1.06,1.71,3.47,0.74,0.55,2.8,2.1,0.37,4.26,3.1,2.69,1.81,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,0.93,1.44,1.98,1.86,2.38,3.01,,2.66,2.02,1.2,2.45,3.65,1.82,0.57,2.35,1.22,0.37,0.94,1.32,3.48,0.03,4.89,1.51,1.45,2.67,1.46,3.95,0.06,3.02,1.33,2.42,4.25,4.34,1.43,2.86,1.54,4.44,1.73,2.99,0.64,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,1.91,1.97,2.01,1.41,2.96,3.36,,4.51,0.71,0.67,3.38,2.51,1.85,2.61,1.75,3.2,3.1,1.61,3.25,2.03,0.8,0.76,1.51,1.58,2.43,2.24,3.8,1.26,1.36,0.25,2.6,3.11,2.58,1.58,1.51,1.67,1.86,2.86,3.13,0.75,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.05,0.99,0.85,4.77,3.8,3.12,,2.24,3.31,3.46,0.93,0.5,4.23,1.62,1.2,3.04,1.67,2.23,2.58,4.66,3,0.91,4.14,2.08,3.34,3.3,1.32,0.11,2.26,5.16,0.29,0.78,2.22,2.71,2.03,3.19,1.88,1.71,1.71,1.72,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
