"BURNLEY, YORKSHIRE STREET",,,,,,,,,,,,
Grid ref,SD844324,Long,-2.238259,Lat,53.787682,,,,,,,
Station no,RR1429,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.65,3.03,3.78,4.04,3.70,1.52,5.61,1.54,3.21,2.27,,
February,4.07,1.66,1.36,4.11,3.72,1.92,3.10,2.33,2.70,2.63,,
March,0.66,4.34,2.52,6.23,1.53,3.27,2.25,3.47,3.23,2.09,,
April,2.47,3.00,2.26,2.24,1.29,3.25,0.70,1.82,2.26,3.03,,
May,1.79,1.04,3.30,2.36,2.69,0.64,3.12,3.23,2.67,2.38,,
June,3.50,1.49,1.63,1.63,1.02,2.96,2.34,5.78,1.26,2.19,,
July,3.63,2.15,3.35,3.21,0.95,1.71,1.75,2.47,3.83,4.96,,
August,4.71,2.06,3.28,4.48,4.62,3.81,3.36,3.63,3.88,2.59,,
September,1.45,1.46,1.69,4.62,1.20,2.16,1.16,0.78,3.38,2.03,,
October,5.40,3.48,3.67,9.50,1.58,3.62,6.05,3.94,0.86,4.05,,
November,3.31,6.89,2.49,2.23,3.15,4.33,4.52,2.07,3.21,1.64,,
December,4.94,5.33,3.39,2.52,2.90,0.74,3.31,4.65,2.72,4.80,,
Total,41.58,35.93,32.72,47.17,28.35,29.93,37.27,35.71,33.21,34.66,,
Calc annual,41.58,35.93,32.72,47.17,28.35,29.93,37.27,35.71,33.21,34.66,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
