GILLINGHAM (BUCKHORN WESTON),,,,,,,,,,,,
Grid ref,ST754246,Long,-2.352097,Lat,51.020242,,,,,,,
Station no,1631/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.37,2.57,0.93,1.77,3.18,,,,,,,
February,5.02,1.10,2.01,3.03,1.50,,,,,,,
March,3.11,3.27,0.66,3.82,1.43,,,,,,,
April,2.60,1.84,2.88,0.19,0.95,,,,,,,
May,2.98,3.30,1.87,2.14,3.76,,,,,,,
June,0.67,2.17,2.19,3.80,2.31,,,,,,,
July,1.74,1.09,3.85,3.01,2.20,,,,,,,
August,5.24,3.63,2.87,2.87,1.17,,,,,,,
September,3.16,2.74,2.91,2.90,1.00,,,,,,,
October,0.76,3.93,3.69,2.99,2.37,,,,,,,
November,8.35,3.83,1.79,6.72,3.66,,,,,,,
December,2.94,3.20,0.82,2.31,4.51,,,,,,,
Total,39.94,32.67,26.47,35.55,28.04,,,,,,,
Calc annual,39.94,32.67,26.47,35.55,28.04,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
