ENFIELD (KING GEORGE'S PUMPING STATION),,,,,,,,,,,,
Grid ref,TQ372979,Long,-0.017693,Lat,51.663139,,,,,,,
Station no,893/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,3.30,1.19,2.26,1.96,1.64,,
February,,,,,,0.43,2.96,2.65,0.06,1.65,,
March,,,,,,0.77,1.06,1.07,1.60,1.40,,
April,,,,,,0.98,0.01,1.38,2.60,0.47,,
May,,,,,,0.75,0.77,2.65,0.90,1.77,,
June,,,,,,3.04,0.72,4.65,0.73,1.10,,
July,,,,,,3.81,3.18,2.70,1.57,2.75,,
August,,,,,,3.92,1.91,3.49,1.20,2.49,,
September,,,,,,1.86,2.34,3.63,0.03,3.46,,
October,,,,,,2.48,1.86,2.25,1.79,5.75,,
November,,,,,0.61,0.50,2.32,2.09,2.76,3.86,,
December,,,,,1.79,2.85,1.79,2.85,3.50,3.11,,
Total,,,,,,24.69,20.11,31.67,18.70,29.45,,
Calc annual,0.00,0.00,0.00,0.00,2.40,24.69,20.11,31.67,18.70,29.45,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,,
