"ST ANDREWS, QUEEN'S GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4208,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.16,3.29,3.50,1.76,2.27,2.16,,,,,,
February,1.55,0.29,2.46,4.60,0.74,3.60,,,,,,
March,1.81,2.30,2.32,1.56,0.80,1.42,,,,,,
April,1.58,0.95,1.50,2.21,1.52,3.58,,,,,,
May,3.06,2.11,0.77,1.06,3.20,3.73,,,,,,
June,0.54,0.51,1.43,0.72,1.42,0.60,,,,,,
July,2.06,1.96,4.17,1.25,5.23,1.04,,,,,,
August,3.34,2.92,1.75,3.96,1.97,1.82,,,,,,
September,1.91,1.00,2.27,2.21,4.80,3.09,,,,,,
October,1.79,2.92,1.93,2.31,4.40,2.29,,,,,,
November,2.24,2.49,1.15,2.42,1.54,0.80,,,,,,
December,3.94,1.39,2.11,2.46,3.81,2.00,,,,,,
Total,25.98,22.13,25.36,26.52,31.70,26.13,,,,,,
Calc annual,25.98,22.13,25.36,26.52,31.70,26.13,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
