KIRRIEMUIR (BARNEY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO251634,Long,-3.226582,Lat,56.75617,Elevation,1170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,9.8,1.7,4.48,4.7,5.5,4,3.7,2.4,6.6,9.35,8.2,4.5,2.84,3.2,6.6,6.8,3.4,3.2,4.7,6.9,6,3.9,2.5,4,2.9,1.2,2.7,2.3,3.1,5.6,4.3,2.5,4.5
February,,,,,,,,,2.7,1.8,2.6,4.3,0.3,3.5,0.3,3.5,4.6,4.3,3,4.9,3.1,5.8,2.1,3.3,1.75,4.5,3,3.3,4.4,2.5,8,5.5,1.8,1.7,4.7,2.3,2.2,4.9,2.9,0.6,7.5
March,,,,,,,,,7.3,1.8,1.4,1.5,2.9,2.25,3.5,2.3,3.6,6.2,1,3.2,2.8,3.75,3.6,1,0.3,1.7,2.5,5.2,2.5,2.1,2.4,1.6,5.6,0.9,5,2,3.3,3.4,3.6,4.2,4
April,,,,,,,,,1.8,1.25,2.54,2.9,3.9,1.7,5.5,4.7,0.7,1.85,0.3,1.19,3.29,1.9,4,2.18,2.4,1.75,0.6,5.65,1.32,2.4,2.8,2.5,1.9,2.5,1.4,1.1,0.9,1.4,0.9,3.8,4.2
May,,,,,,,,,1.15,3.9,2.2,5.2,4,1.4,2.73,1,1.15,2.3,4.1,1.6,1.7,2.17,5.78,3.87,3.1,5.3,2.05,4.5,4.5,2.6,1.6,2.1,4.3,2.9,5.7,2.6,1.2,2.5,3.9,1.4,3.4
June,,,,,,,,,2.5,2.2,2.45,4.5,1.52,1.1,1.5,3.92,1.8,2.5,5.7,2.3,0.33,0.9,1.2,2.8,3.2,4.4,4.34,3.5,5.1,1.8,2.2,2.6,2.7,2.6,2.2,1.8,2.5,1.9,4,3.1,2.7
July,,,,,,,,,1.8,3.8,4.4,3.8,4.4,3.5,4.2,0.85,5.3,4.7,4.75,5.2,5.2,3.27,3,1.8,4.17,3.8,4.6,5.1,3.61,2.1,6.2,3.9,3.3,4,3.1,0.9,5.1,5.5,4,5.3,4.1
August,,,,,,,,,5.25,4.5,8.49,2.7,1.35,1.4,5.6,2.6,1.9,3.5,1.8,3.1,1.06,3.6,5.02,5.82,2.1,2,5.4,0.25,9.4,3.4,6.4,6.7,3.2,2.5,2.4,0.9,6.5,4.2,3.9,1.8,7.2
September,,,,,,,,,3.75,1.2,6,1.3,1.85,2.5,5.5,5.3,4.3,2.4,4,2.35,2,2.35,4.2,5.25,2.8,5,7.5,3.8,3.1,1.8,,3.2,1,4.8,3.7,1.9,5.2,2.5,4.4,1.3,4.34
October,,,,,,,,,7.3,5,5.51,1.9,8,4.7,5.75,7.2,2.68,3.7,6.85,10.2,6.4,4.65,3.48,6.1,6.1,5.5,0.43,2.7,3.9,4.9,,1,6,4,7.8,3,4,1.9,4.3,5.7,9.6
November,,,,,,,,,4.9,5,5.8,10.2,2.4,5.9,1.1,6.1,3.2,1,6.3,7.6,7.6,8.6,0.7,2.17,5.6,1.5,8.7,3.8,1.5,5.8,4,15.5,2.5,3.8,10.2,2.9,1.16,1.8,1,8.5,6
December,,,,,,,,,3.7,11.3,7.2,2.3,7.1,2.1,10,4,4.4,3.5,6.6,2.5,2.2,2.6,6.8,2.3,4.7,8.2,5.2,2.1,8.5,4.4,2,4.4,3,4.8,4.7,8.3,9.3,5.2,6.7,11.9,4.3
Total,,,,,,,,,51.95,43.45,53.07,45.3,43.22,34.05,49.38,43.87,40.23,45.3,52.6,48.64,38.52,42.79,46.48,43.39,39.62,46.85,49.02,46.8,53.83,37.7,,53,38.2,35.7,53.6,30,44.46,40.8,43.9,50.1,61.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 Note saying figures appear erratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Print with ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1950 09,10 +T deleted est",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
