HUNTLY UNION BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ529399,Long,-2.786406,Lat,57.446955,Elevation,405,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5661/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,1.21,1.4,1.18,2.07,1.91,2.56,3.14,1.43,4.22,2.41,1.88,3.37,1.45,4.16,4.09,4.26,1.66,2.08,4.75,3.4,1.59,,,,,,,,1.86,1.07,1.57,2.15,4.85,5.66,2.12,3.92,
February,,,,,3.26,2.15,3.19,2.01,2.29,1.56,2.05,2.12,1.69,0.74,1.8,4.21,2.56,1.14,1.56,1.48,1.45,0.56,2.84,6.35,2.9,,,,,,,,0.72,4.72,1.37,2.72,2.96,3.99,1.23,2.1,
March,,,,,1.38,3.57,3.39,1.35,4.05,5.86,1.44,2.1,2.58,3.26,3.13,2.69,2.66,2.04,1.48,3.24,2.77,1.78,2.41,0.8,1.5,,,,,,,,2.87,1.07,2.1,2.15,1.15,2.85,0.88,2.67,
April,,,,,2.05,3.09,2.12,1.88,3.64,3.45,3.48,1.48,1.68,1.4,0.42,1.75,3.48,2.38,1.27,3.63,2.75,1.53,3.88,2.43,1.47,,,,,,,,3.91,2.48,5.28,3.88,1.02,2.02,0.72,2.05,
May,,,,,2.1,1.77,5.21,2.96,1.86,3.3,1.67,2.58,3.2,3.72,3.23,1.68,3.98,1.56,1.36,0.42,2.59,1.62,1.71,9.16,4.33,,,,,,,,2.45,0.98,2.46,1.85,1.27,0.99,3.02,1.17,
June,,,,,0.9,0.71,1.28,4.75,1.36,1.41,1.41,3.22,2.55,1.95,1.46,1.18,5.22,2.63,2.14,3.89,0.69,1.86,1.9,1.86,3.26,,,,,,,,0.39,1.49,1.64,1.56,1.84,1.08,4.6,1.8,
July,,,,,1.63,2.24,1.6,2.78,4.02,3.9,4.63,2.5,1.44,1.12,4.6,6.91,2.97,2.9,5.13,0.72,2.6,2.42,4.41,3.64,4.52,,,,,,,,3.35,4.25,4.81,2.27,3.95,5.15,4.72,6.16,
August,,,,,4.66,3.6,3.3,2.74,2.24,2.37,3.41,0.74,5.28,1.08,2.23,2.97,3,4.23,4.27,2.22,2.96,2.6,2.37,5.51,4.04,,,,,,,,1.17,1.78,5.12,2.49,2.75,1.95,0.84,1.6,
September,,,,,2.2,2.27,1.36,1.37,5.41,2.83,1.32,1.29,2.18,3.06,1.87,4.48,1.54,1.42,5.47,3.94,3.77,1.44,2.7,3.1,4.7,,,,,,,1.99,5.14,1.18,1.34,3.6,2.2,1.08,2.72,4.5,
October,,,,,2.61,6.74,4.19,5.7,0.79,4.42,3.08,3.15,4.16,1.34,2.46,3.77,4.88,5.4,3.7,4.49,3.08,1.92,2.14,3.64,3.73,,,,,,,2.6,8.85,6.57,3.77,3.91,2.03,2.37,3.84,3.05,
November,,,,,1.95,6.35,5.74,1.85,2.05,3.55,7.01,6.26,3.42,1.25,4.42,5.53,3.72,5.47,1.51,4.21,1.57,2.64,2.63,5.55,2.07,,,,,,,2.52,2.66,3.19,3.21,4.12,2.14,2.4,2.89,3.54,
December,,,,,3.72,0.68,5.03,2.53,3.24,2.68,3.42,4.61,1.78,3.34,5.29,6.87,3.16,1.64,2.37,3.66,2.41,2.18,1.63,3.63,1.59,,,,,,,2.29,1.85,1.09,3.66,3.56,1.79,5.4,3.43,2.64,
Total,,,,,27.67,34.57,37.59,31.99,32.86,37.89,36.06,31.48,34.18,24.67,32.79,45.41,38.62,34.97,34.35,36.16,28.3,22.63,33.37,49.07,35.7,,,,,,,,35.22,29.87,36.33,34.26,27.95,34.94,31.01,35.2,
