PURLEY (PAMPISFORD ROAD),,,,,,,,,,,,
Grid ref,TQ314622,Long,-0.114789,Lat,51.343704,,,,,,,
Station no,97/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.56,2.43,1.39,1.40,3.14,4.64,1.82,2.63,,,,
February,7.47,1.01,1.58,2.54,1.76,0.41,3.62,2.43,,,,
March,3.49,2.76,0.42,2.29,1.30,0.91,1.00,1.42,,,,
April,3.01,1.32,2.55,0.35,0.26,1.50,0.23,1.35,,,,
May,2.49,1.26,1.89,2.78,4.06,0.31,1.55,2.35,,,,
June,0.83,1.56,1.78,3.58,2.02,2.85,0.93,4.42,,,,
July,2.48,0.83,3.63,2.61,0.84,6.00,3.04,2.60,,,,
August,3.40,2.99,1.69,3.17,1.45,3.04,3.05,2.84,,,,
September,2.91,3.09,3.59,2.34,1.99,2.50,2.69,5.73,,,,
October,1.02,3.07,3.96,2.05,3.76,1.23,1.84,3.70,,,,
November,6.26,3.67,1.41,5.52,1.07,0.73,3.20,1.81,,,,
December,3.02,2.73,0.70,2.18,2.50,3.86,2.67,3.32,,,,
Total,39.94,26.72,24.59,30.81,24.15,27.98,25.64,34.60,,,,
Calc annual,39.94,26.72,24.59,30.81,24.15,27.98,25.64,34.60,0.00,0.00,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
