ROTHERHAM ALDWARKE SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK444943,Long,-1.333014,Lat,53.443607,Elevation,71,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.23,2.46,0.77,2.61,1.66,3.9,2.98,2.17,3.22,0.67,1.4,2.14,2.23,1.25,3.47,1.76,3.48,1.78,1.23,2.08,1.56,1.2,2.83,3.58,2.02,,,,,,,,,,,,,,2.22,0.4,1.45,1.79,3.34,0.89,2.03,2.21,4.18
February,,,,,1.09,3,4.46,0.5,1.44,2.55,3.43,0.19,2.29,4.54,1.33,3.42,1.31,1.17,2.31,0.9,0.81,2.04,0.24,3.86,0.9,3.09,2.82,3.33,1.04,,,,,,,,,,,,,,0.3,1.61,1.95,2.24,1.03,1.58,3.54,0.01,2.1
March,,,,,1.58,1.24,4.61,2.38,1.26,4.5,2.19,0.92,1.71,1.23,1.07,0.65,0.67,2.16,1.99,0.05,2.47,0.19,1.25,2.37,2.28,1.28,1.67,2.69,0.2,,,,,,,,,,,,,,1.44,0.77,1.46,2.39,0.58,0.91,1.39,0.89,1.51
April,,,,,0.76,0.82,0.79,1.75,1.35,1.56,4.34,0.8,3.26,1.96,1.47,2.45,1.27,1.88,0.87,0.92,2.94,2.91,2.81,1.06,2.38,1.9,1.27,2.44,0.11,,,,,,,,,,,,,,1.27,1.78,0.23,0.46,2.63,0.16,0.41,2.83,0.5
May,,,,,1.47,1.43,2.46,2.05,2.41,0.97,3.06,1.15,0.73,2.7,3.24,3.28,2.13,1.07,1.58,1.2,1.44,2.5,6.4,2.22,1.04,0.36,1.01,2.89,2.08,,,,,,,,,,,,,,1.56,1.89,3.7,2.59,0.35,0.98,2.53,0.84,1.23
June,,,,,2.33,1.21,1.09,0.89,0.97,0.72,2.46,0.48,0.81,0.73,2.36,0.11,2.64,2.52,2.9,1.06,0.47,4.6,0.54,1.26,0.92,2.33,3.95,1.32,1.84,,,,,,,,,,,,,,1.32,1.37,1.46,2.5,2.82,1.51,4.95,1.3,1.1
July,,,,,3.14,3.72,1.24,0.66,3.25,4.33,4,0.25,2.8,5.36,2.41,1.21,2.16,2.47,0.51,1.03,5.94,3.74,2.96,1.64,1.6,1,3.67,3.2,2.57,,,,,,,,,,,,,,2.2,2.85,1.67,0.61,3.48,2.63,5.19,0.57,2.51
August,,,,,1.43,1.96,1.15,5.89,1.64,3.34,0.74,4.5,5.84,2.32,2.86,2.31,3.2,4.84,2.33,1.61,2.55,3.94,1.93,0.49,0.78,2.96,1.77,0.14,4.38,,,,,,,,,,,,,,0.95,1.84,5.7,0.4,4.63,4.99,1.58,0.66,3.28
September,,,,,1.09,0.7,1.2,0.67,6.58,2.27,1.11,0.64,2.11,1.78,2.83,2.23,1.04,3.84,0.31,1.13,3.42,3.14,1.36,1.42,1.83,3.93,2.04,1.69,1.78,,,,,,,,,,,,,,1.25,0.99,1.29,1.7,2.83,3.32,1.97,0,3.86
October,,,,,2.08,1.21,1.77,2.86,1.28,3.68,1.88,1.39,1.15,1.48,3.28,2.65,2.25,1.89,3.68,3.34,2.06,0.63,3.05,4.97,1.66,3.08,2.4,3.05,2.77,,,,,,,,,,,,,,3.6,1.75,2.68,1.58,1.01,0.87,1.67,1.68,5.11
November,,,,,2.8,2.73,3.19,0.86,1.06,2.65,0.95,1.36,0.75,2.89,1.77,2.05,2.7,2.75,2.85,4.4,2.96,2.87,1.33,1.99,1.92,4.79,2.84,1.67,2.36,,,,,,,,,,,,,,1.24,1.25,4.62,1.93,0.62,2.33,0.67,3.55,3.26
December,,,,,4.17,5.99,2.7,1.64,2.34,3.24,2.7,2.79,3.09,2.45,1.86,2.54,0.83,2.28,1.51,4.48,2.02,0.72,0.84,0.34,3.59,2.63,1.79,3.15,3.04,,,,,,,,,,,,,,1.58,1.06,2.56,1.94,2.5,2.01,2.92,2.82,1.97
Total,,,,,23.17,26.47,25.43,22.76,25.24,33.71,29.84,16.64,27.76,28.11,25.88,25.04,22.43,28.12,24.31,21.88,30.56,29.06,23.94,23.7,20.46,28.55,28.06,29.15,24.19,,,,,,,,,,,,,,18.93,17.56,28.77,20.13,25.82,22.18,28.85,17.36,30.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Sept mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
