"LOCH PATTACK",,,,,,,,,,,,
Grid ref,NN543798,Long,-4.393002,Lat,56.886613,,,,,,,
Station no,5737,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.55,4.00,4.08,5.95,5.10,4.50,9.53,5.80,3.25,5.10,,
February,5.65,5.00,3.50,2.95,4.30,3.46,4.57,3.50,2.70,4.75,,
March,3.00,3.65,2.30,3.30,1.55,4.30,5.05,1.75,4.40,1.10,,
April,6.00,3.05,3.55,2.80,1.90,3.05,1.45,3.00,5.00,6.00,,
May,0.90,4.25,5.65,5.25,3.25,5.40,1.20,5.40,2.55,2.60,,
June,2.50,3.40,3.65,3.55,2.25,4.35,2.60,2.55,4.80,2.30,,
July,2.95,3.00,5.50,3.25,0.55,5.10,5.10,5.60,6.50,3.05,,
August,5.50,3.90,6.75,4.40,1.40,6.25,6.05,4.55,4.05,4.00,,
September,3.85,4.85,4.75,9.30,6.10,7.20,4.50,5.50,1.50,3.60,,
October,1.70,9.50,3.50,9.20,6.95,6.70,7.10,7.30,9.10,3.50,,
November,11.20,3.15,11.25,10.70,2.05,5.50,2.05,1.50,7.50,5.50,,
December,8.05,5.00,8.80,15.05,11.90,11.70,10.25,5.10,10.05,6.40,,
Total,57.85,52.75,63.28,75.70,47.30,67.51,59.45,51.55,61.40,47.90,,
Calc annual,57.85,52.75,63.28,75.70,47.30,67.51,59.45,51.55,61.40,47.90,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
