"LINCOLN (BOULTHAM P.S.)",,,,,,,,,,,,
Grid ref,SK967694,Long,-0.553415,Lat,53.212873,,,,,,,
Station no,2556/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,0.86,1.95,4.18,1.05,2.02,,,,
February,,,,2.41,2.60,0.95,1.98,3.18,,,,
March,,,,1.53,2.41,0.84,1.71,1.80,,,,
April,,,,0.14,0.90,1.25,0.12,0.50,,,,
May,,,,2.82,1.87,0.57,2.27,1.78,,,,
June,,,,2.41,2.74,3.42,1.70,3.94,,,,
July,,,,1.52,0.46,2.37,2.34,4.89,,,,
August,,,,3.70,0.29,5.07,2.01,1.71,,,,
September,,,,2.00,0.95,1.57,3.95,2.02,,,,
October,,,,2.92,0.95,1.13,1.04,1.25,,,,
November,,,,4.33,1.23,0.84,2.37,0.87,,,,
December,,,,2.91,1.46,1.41,1.53,2.86,,,,
Total,,,,27.55,17.82,23.60,22.07,26.82,,,,
Calc annual,0.00,0.00,0.00,27.55,17.81,23.60,22.07,26.82,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.01,0.00,0.00,0.00,NaN,NaN,,
