PENRITH SANDATH HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY520308,Long,-2.7446,Lat,54.6708,Elevation,575,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,1.13,4.87,2.96,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,2.72,,,,3.57,3.5,4.67,5.94,3.6,1.75,,,,,,,
February,,,,,,,2.82,2.55,1.07,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,5.6,,,,3.73,0.75,3.14,0.07,3.33,5.59,,,,,,,
March,,,,,,,4.13,2.15,1.72,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,3.49,,,,0.83,3.66,5.84,4.42,2.27,1.6,,,,,,,
April,,,,,,,2.46,2.39,1.72,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,1.2,,,,0.75,1.98,2.96,0.95,2.72,2.68,,,,,,,
May,,,,,,,1.11,2.02,3.72,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1.94,,,,1.71,1.3,4.41,1.69,1.3,2.58,,,,,,,
June,,,,,,,2.27,2.34,2.4,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,1.24,,,,0.94,1.54,1.31,0.28,2.19,0.8,,,,,,,
July,,,,,,,2.01,4.14,0.71,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,3.82,,,,3.92,0.91,4.07,2.21,4.06,2.28,,,,,,,
August,,,,,,1.82,3.6,5.77,4.45,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.67,,,,4.42,2.68,2.12,4.84,2.3,7.23,,,,,,,
September,,,,,,3.45,3.39,1.88,2.7,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,2.29,,,,8.13,1.63,2.19,1.48,3.94,4.33,,,,,,,
October,,,,,,2.83,2.89,4.45,4.22,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,1.02,,,,3.62,1.94,2.23,2.55,0.81,6.16,,,,,,,
November,,,,,,2.91,2.29,6.13,2.46,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,5.24,,,,3.09,2.61,3.6,1.75,1.36,4.65,,,,,,,
December,,,,,,2.69,4.91,2.58,2.64,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,7.41,,,,3.76,5.86,2.44,4.93,6.31,4.09,,,,,,,
Total,,,,,,,33.01,41.27,30.77,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39,37.64,,,,38.47,28.36,38.98,31.11,34.19,43.74,,,,,,,
