STOTT HALL (OLD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE032161,Long,-1.953073,Lat,53.641404,Elevation,935,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,0.5,5.16,6.37,7.45,3.37,11.61,3.4,2.29,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,7.38,3.71,4.13,3.4,4.57,5.19,4.75,12.51,2.18,7.46,5.52,,,,,,,,,
February,,7.34,3.3,2.26,3.88,5.87,1.14,0.94,0.87,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,0.31,5.57,6.56,1.5,6.75,4.2,1.63,6.02,0.65,1.17,6.62,,,,,,,,,
March,,6.48,4.12,0.74,2.6,2.58,4.44,2.46,5.16,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.23,3.56,2.66,1.6,1.84,1.84,5.82,3.35,1.22,3.05,0.55,,,,,,,,,
April,,1.73,5.59,2.62,1.59,2.24,4.17,1.53,3.67,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,1.61,3.62,3.45,2.75,3.53,2.32,3.88,1.22,1.54,2.99,4.33,,,,,,,,,
May,,4.07,1.9,1.2,2.25,2.53,6.37,2.48,1.24,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,2.31,1.5,4.55,5.56,4.52,5.21,1.56,1.85,3.92,2.44,3.6,,,,,,,,,
June,,1.98,6.68,4.19,0.96,3.97,1.79,0.42,3.06,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,0.28,2.97,0.99,2.65,0.13,3.22,4.72,6.92,1.36,2.72,7.64,,,,,,,,,
July,,3.5,4.37,2.7,3.48,1.56,6.1,2,8.1,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,2.2,6.02,5.07,4.36,1.67,3.2,3,1.84,2.16,7.25,4.57,,,,,,,,,
August,,5.38,3.25,3.79,1.64,2.12,2.25,2.06,4.53,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,6.22,6.03,5.14,5.39,4.13,3.84,8.96,5.16,4.58,8.08,6.2,,,,,,,,,
September,,2.7,2.28,6.76,2.66,5.12,4.19,5.95,1.48,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,1.74,4.27,4.76,6.29,3.91,3.88,7.01,0.67,1.62,5.75,3.88,,,,,,,,,
October,,3.6,3.73,5.45,2.91,8.12,6.42,4.11,3.17,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,3.17,1.18,6.87,7.22,7.04,4.71,5.05,5.98,6.07,6.96,2.85,,,,,,,,,
November,,5,5.8,5.4,1.99,3.88,3.96,3.39,13.09,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,2.01,3.11,7.4,2.92,3.16,6.63,6.4,8.61,9.34,6.49,8.4,,,,,,,,,
December,,4.67,6.84,4.77,7.15,2.83,8.16,3.57,4.97,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,7.36,5.38,4.58,6.12,5.39,1.99,2.01,3.36,9.39,4,2.56,,,,,,,,,
Total,,46.95,53.02,46.25,38.56,44.19,60.6,32.31,51.63,46.98,44.46,52.95,44.25,39.54,54.14,,48.71,47.76,48.15,45.5,50.74,39.89,,,,,,,,,,,,,,,,,,,52.48,38.82,46.92,56.16,49.76,46.64,46.23,54.79,57.49,44.03,58.36,56.72,,,,,,,,,
