RUSHTON-MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP844827,Long,-0.759933,Lat,52.435768,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.95,0.89,4.1,0.92,1.33,1.19,1.67,0.79,3.29,2.99,1.06,2.41,1.39,2,2.03,4.92,2.48,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.61,0.67,2,1.32,1.12,0.6,2.18,1.29,1.74,0.61,1.18,2.7,4.32,0.77,1.3,3.12,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.51,3.21,1.58,1.14,2.81,2.61,0.79,1.88,2.34,3.26,2.53,1.08,5.42,1.33,0.79,4.74,2.33,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.94,2.01,0.56,2.17,2.94,1.5,1.31,0.92,0.07,2.45,1.05,0.88,1.19,1.57,3.6,2.38,4.21,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.9,1.01,1.57,4.62,1.29,1.49,2.92,2.63,2.39,1.74,1,1.85,1.69,2.62,1.87,1.56,1.2,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.84,2.93,3.35,1.83,1.29,3.19,1,1.85,3.32,0.7,2.13,1.57,1.41,3.43,0.36,0.85,1.71,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.48,1.07,0.41,2.73,2.15,2.7,2.13,0.23,4.95,1.44,1.86,4.09,1.95,1.36,2.82,2.57,3.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.84,2.85,1.35,2.58,2.8,1.87,2.05,2.61,8.52,0.73,1.54,2.03,4.41,6.59,0.86,2.54,1.79,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.84,2.2,1.07,0.55,1.67,2.23,0.76,1.44,1.1,1.51,0.76,1.37,1.23,1.74,4.9,1.51,1.59,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,0.48,1.08,4.59,3.97,1.26,3.31,2.31,2.05,2.52,2.99,2.42,1.36,2.45,3.42,1.32,1.58,1.14,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
