"GT CHESTERFORD MILLS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1331,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.22,2.08,2.51,,2.59,1.06,2.24,1.94,2.88,1.54,2.12,
February,0.39,0.24,1.59,,0.95,2.81,2.35,3.09,1.41,0.59,0.58,
March,1.54,0.87,1.83,,0.51,0.88,0.12,1.84,1.87,0.07,1.88,
April,3.53,1.54,2.67,,2.78,1.63,2.72,2.14,0.87,1.60,2.09,
May,1.29,1.56,1.06,,3.47,1.97,1.97,0.66,2.08,1.33,2.39,
June,0.90,0.61,1.01,,2.13,0.60,2.78,2.88,2.19,1.01,0.98,
July,3.20,0.30,4.01,,2.94,3.58,2.61,1.96,2.31,2.56,2.51,
August,1.01,2.03,2.04,,2.02,2.14,1.21,2.46,2.28,1.00,2.26,
September,2.00,1.24,2.56,,2.21,2.97,2.65,4.28,0.61,0.26,4.13,
October,0.86,1.34,0.64,,3.34,2.91,2.30,1.69,2.85,3.35,0.84,
November,0.80,1.70,1.06,,2.79,1.70,3.25,2.19,1.67,4.34,3.97,
December,1.91,1.22,2.00,,2.55,1.66,0.34,2.91,2.63,4.43,1.93,
Total,19.65,14.73,22.98,,28.28,23.91,24.54,28.04,23.65,22.08,25.68,
Calc annual,19.65,14.73,22.98,0.00,28.28,23.91,24.54,28.04,23.65,22.08,25.68,
Difference,0.00,0.00,0.00,NaN,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
