PENRITH (BARTON HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY483252,Long,-2.802148,Lat,54.619286,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.91,3.96,6.5,5.19,9.11,1.35,7.14,4.34,6.96,6.46,5.24,1.99,5.89,6.36,6.1,6.29,2.31,1.01,3.03,7.1,3.95,3.54,4.11,5.58,8.92,1.85,2.67,3.91,4.13,0.94,3.29,2.73,3.07,5.36,,,
February,,,,,0.65,6.52,4.01,2.13,5.2,0.72,0.64,3.34,0.16,4.4,0.22,6.87,2.47,5.03,1.63,4.84,1,4.98,1.61,3.13,1.44,3.43,3.19,1.38,3.21,3.08,5.49,5.42,0.82,1.12,3.44,1.65,0.77,4.15,,,
March,,,,,1.09,1.81,1.98,4.43,5.59,0.29,2.95,0.81,3.31,3.17,3.12,1.04,2.18,2.3,2.12,3.21,4.81,2.7,3.32,0.87,0.71,2.24,1.77,7.13,3.56,1.14,3.11,4.05,1.71,0.53,3.42,1.17,1.86,2.29,,,
April,,,,,1.58,5.15,2.57,2.54,1.23,1.35,1.69,2.35,3.43,1.35,3.61,4.58,0.83,2.4,0.42,1.56,1.94,1.19,3.15,2.61,1.58,1.97,1.39,5.17,2.52,3.99,2.56,2.4,2.62,3.15,0.86,1.24,0.91,0.25,,,
May,,,,,4.24,4.77,2.24,2.78,1.9,2.84,2.08,2.72,2.63,3.37,3.57,0.82,2.04,2.51,2.47,0.57,1.4,2.57,3.91,3.92,1.9,4.55,1.3,3.07,1.36,2.82,1.87,1.33,2.46,2.56,4.3,3.67,1.36,2.26,,,
June,,,,,1.56,0.24,3.98,3.2,5.71,1.62,2.17,5.17,2.41,2.27,2.5,4,2.74,1.73,4.84,2.53,0.79,0.35,0.82,2.38,2.42,4.53,2.84,2.98,5.99,0.51,1.82,1.06,2.19,2.36,3.02,2.4,2.79,0.94,,,
July,,,,,4.22,1.68,3.58,5.43,3.79,3.98,3.42,3.97,4.68,2.89,2.24,1.63,4.78,1.79,4.55,5.84,4.67,0.73,4.9,3.27,3.51,3.6,4.56,2.78,1.41,2.88,4.24,2.75,2.04,3.66,2.53,1.45,3.75,3.2,,,
August,,,,,2.85,3.42,4.83,8.18,8.03,4.26,7.85,3.44,1.09,1.79,3.91,1.74,1.67,2.22,3.77,2.78,1.49,6.4,3.9,7.13,1.14,2.27,6.96,0.14,4.04,2.25,6.17,3.73,5.29,4.83,4.5,2.46,7.32,4.82,,,
September,,,,,5.8,4.07,4.95,6.9,2.15,2.25,3.2,1.86,4.93,1.52,4.03,6.98,3.89,3.08,2.07,1.38,4.17,1.25,4.7,5.12,5.37,4.19,5.39,1.94,4.08,1.07,7.16,4.51,3.82,5.68,6.2,2.58,3.95,4.18,,,
October,,,,,3.55,5.47,4.57,4.71,8.22,5.35,6.73,2.59,6.61,3.72,6.6,7.54,4.4,3.47,10.23,3.78,5.26,5.03,4.23,6.27,5.28,5.55,1.02,0.78,2.9,6.26,4.13,0.79,5.64,2.88,8.88,3.03,2.6,4.13,,,
November,,,,,4.07,1.52,8.71,3.88,9.01,7.59,5.01,6.85,2.65,1.59,0.72,4.64,5.04,1.36,7.1,6.05,4.69,3.02,1.03,2.94,8.74,0.25,7.4,4.98,2.63,6.83,4.61,10.87,1.98,4.32,10.49,2.77,1.54,1.32,,,
December,,,,,8.23,5.87,1.07,1.47,2.99,11.17,4.89,2.71,4.47,0.46,7.33,2.91,6.56,2.61,4.8,2.03,3.41,2.06,4.78,2.79,4.78,2.67,3.53,2.28,5.82,7.11,1.88,8.05,3.85,2.27,4.86,5.28,5.61,3.6,,,
Total,,,,,41.75,44.48,48.99,50.84,62.93,42.77,47.77,40.15,43.33,32.99,43.09,44.74,42.49,34.86,50.1,40.86,35.94,31.29,39.38,47.53,40.82,38.79,43.46,38.21,46.44,39.79,45.71,48.87,36.55,34.3,55.79,30.43,35.53,36.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 tot arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 total edited for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
