"WORCESTER ST JOHNS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4442,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,2.12,4.27,1.49,2.06,,
February,,,,,,,2.48,1.88,1.54,2.37,,
March,,,,,,,2.82,1.89,0.69,0.60,,
April,,,,,,,2.83,2.52,2.55,2.60,,
May,,,,,,,0.43,1.98,6.56,2.12,,
June,,,,,,,1.32,0.82,1.82,4.06,,
July,,,,,,,0.80,3.54,1.82,2.42,,
August,,,,,,,2.22,4.81,5.15,7.02,,
September,,,,,,,4.06,1.98,2.96,3.12,,
October,,,,,,,2.85,1.59,3.60,1.01,,
November,,,,,,,3.19,3.05,2.84,0.73,,
December,,,,,,,5.96,1.42,1.88,0.51,,
Total,,,,,,,31.08,29.75,32.90,28.62,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,31.08,29.75,32.90,28.62,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,,
