"WORCESTER (ST JOHN'S SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4442,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.99,2.49,3.27,1.12,3.09,1.58,3.34,3.53,3.91,,,
February,0.78,0.20,2.68,4.98,0.39,2.81,2.29,2.51,1.80,,,
March,2.45,0.90,2.10,1.49,1.02,0.48,0.57,2.09,2.40,,,
April,3.74,1.07,2.06,2.78,2.86,1.59,2.16,1.27,1.06,,,
May,1.61,1.33,1.46,2.57,6.60,2.88,3.10,1.39,1.09,,,
June,2.30,0.46,0.78,0.22,2.73,0.03,1.25,2.96,2.01,,,
July,5.87,0.52,4.81,2.48,3.66,2.72,1.98,3.14,1.28,,,
August,0.48,3.03,2.96,1.44,2.02,2.21,1.94,3.88,1.75,,,
September,2.20,0.75,2.30,1.75,3.68,4.02,0.58,4.28,0.57,,,
October,2.66,1.70,0.58,4.34,3.99,3.06,2.61,1.51,5.21,,,
November,0.79,2.02,1.07,1.41,2.54,1.73,6.22,3.05,2.46,,,
December,2.18,1.49,3.37,2.44,2.85,2.36,0.37,2.11,1.98,,,
Total,28.05,15.96,27.44,27.02,35.43,25.47,26.41,31.72,25.52,,,
Calc annual,28.05,15.96,27.44,27.02,35.43,25.47,26.41,31.72,25.52,0.00,0.00,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,
