PERTH GENERAL PRISON,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6151,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,1.46,,1.68,,,,,,,,,
February,3.14,3.00,2.14,,,,,,,,,
March,2.69,2.50,3.20,,,,,,,,,
April,3.26,0.33,3.65,,,,,,,,,
May,0.57,2.96,2.72,,,,,,,,,
June,,2.22,3.48,,,,,,,,,
July,,,4.44,,,,,,,,,
August,,4.04,1.47,,,,,,,,,
September,2.82,3.98,2.55,,,,,,,,,
October,0.86,5.03,3.14,,,,,,,,,
November,2.69,3.94,4.16,,,,,,,,,
December,2.67,1.63,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,20.16,29.63,32.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
