"BURNHAM BRENT KNOLL",,,,,,,,,,,,
Grid ref,ST333507,Long,-2.957096,Lat,51.251550,,,,,,,
Station no,2025,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.45,1.52,,
February,,,,,,,,,1.68,0.35,,
March,,,,,,,,,2.91,2.38,,
April,,,,,,,,,2.69,2.79,,
May,,,,,,,,3.16,2.52,2.00,,
June,,,,,,,,2.43,0.44,2.64,,
July,,,,,,,,2.59,2.41,2.48,,
August,,,,,,,,3.18,3.84,2.30,,
September,,,,,,,,0.62,2.93,3.04,,
October,,,,,,,,5.11,3.11,5.03,,
November,,,,,,,,3.09,1.13,0.92,,
December,,,,,,,,5.01,3.08,4.14,,
Total,,,,,,,,,28.19,29.59,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.19,28.19,29.59,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
