MAIDENHEAD-LOWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU880811,Long,-0.73301813,Lat,51.521972,Elevation,167,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,0.4,1.18,1.34,2.63,2.5,2.5,3.41,3.15,0.99,1.03,2.77,1.75,0.64,1.76,2.99,2.56,0.91,2.22,1.07,2.69,3.24,0.94,0.88,,,,,,,
February,,,,,,,,,,,2.83,2.76,1.63,3.22,1.42,2.33,0.51,0.6,0.95,2.29,0.76,0.03,1.31,3.06,1.97,0.12,0.48,2.76,1.52,2.27,4.46,1.36,1.01,,,,,,,
March,,,,,,,,,,,0.96,1.84,1.17,0.89,1.54,1.74,1.7,1.77,3.1,1.9,1.76,1.45,0.93,0.3,1.39,1.48,4.05,3.67,0.99,0.65,0.77,1.59,1.39,,,,,,,
April,,,,,,,,,,,2.4,0.75,3.38,1.27,1.3,1.64,1.31,1.26,2.27,1.86,1.68,0.78,0.83,0.12,1.6,1.14,0.53,1.74,1.46,2.35,0.73,2.42,0.88,,,,,,,
May,,,,,,,,,,,0.34,1.13,1.52,1.82,0.57,2.71,3.68,1.48,1.05,2.86,1.14,2.77,1.09,0.95,1.81,0.32,0.19,1.22,2.25,2.21,1.45,0.55,2.18,,,,,,,
June,,,,,,,,,,,2.87,2.42,3.33,0.75,1.98,2.18,1.32,0.98,1.67,0.53,2.89,1.23,1.62,0.65,2.14,0.56,1.53,3.39,1.4,2.12,2.35,1.4,3.22,,,,,,,
July,,,,,,,,,,4.46,5.28,3.55,1.99,2.97,2.34,0.24,2.82,0.91,3.77,1.32,4.66,2.4,2.47,2.32,3.25,4.39,1.23,0.99,1.08,0.75,0.47,5.44,1.08,,,,,,,
August,,,,,,,,,,6.74,0.78,4.96,2.36,0.91,1.04,1,0.85,1.6,1.95,1.99,1.76,3.94,3.78,1.34,3.25,3,2.3,3.15,1.25,0.67,2.64,2.3,2.78,,,,,,,
September,,,,,,,,,,2.66,4.28,2.09,2.2,2.9,1.23,3.94,2.22,2.6,0.91,1.38,0.81,1.38,3.61,0.89,1.9,1.29,6.06,2.5,0.63,2.11,0.67,1.16,1.19,,,,,,,
October,,,,,,,,,,0.83,4.41,2.44,5.55,1.5,1.03,4.05,3.58,1.38,1.28,3.91,1.16,7.26,3.49,3.62,4.28,3.28,2.61,1.03,2.77,2.19,2.76,2.38,1.63,,,,,,,
November,,,,,,,,,,0.55,2,2.76,2.6,3,1.89,2.83,3.03,3.01,4.12,0.96,2.07,2.08,2.15,2.15,4.26,3.85,1.05,1.04,2.5,3.9,2.23,0.46,2.23,,,,,,,
December,,,,,,,,,,0.83,3.21,3.09,2.73,0.77,2.73,1.24,4.7,1.56,1.52,1.52,0.72,3.75,1.64,2.65,2.34,2.29,4.16,2.94,2.44,1.43,3.28,3.7,1.36,,,,,,,
Total,,,,,,,,,,,29.76,28.97,29.8,22.63,19.57,26.4,29.13,20.3,23.58,21.55,22.18,28.82,23.56,19.81,31.18,24.28,25.1,26.65,19.36,23.34,25.05,23.7,19.83,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is on Castle Hill, where Lowood was located and is the west end that matches the stated altitude and also has the correct relationship to the church",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
