BLAENAU FESTINIOG (OAKELEY QUARRY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH693469,Long,-3.949187,Lat,53.003418,Elevation,1100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,9.9,14.42,13.81,12.19,13.36,8.96,3.03,15.37,15.82,12.38,14.61,6.52,14.49,13.79,,3.34,3.14,9.64,14.12,12.3,8.32,11.8,6.5,6.02,7.02,14.06,7.8,9.39,4.44,8.84,4.98,8.75,2.15,13.79,15.99,11.84,5.56,6.1,15.6,8.81,7.53,14.66,6.8,14.04,5.92,12.45,5.38,6.78,9.77,12.81,14.74,12.44,4.43,8.98,8.06,14.32,18.87,8.53,12,7.61,8.85,13.02,12.38,23.09,4.64,17.66,14.47,13.72,9.79,11.41,6.21,7.53,10.2,15.71,10.99,5.96,2.92,14.98,12.71,20.49,8.11,17.77,10.16,24.07,11.2,8.73,12.06,12.37,6.67,10.83,8.54,8.35,17.45,9.29,7.84,15.82
February,,,,,,7.35,12.22,8.28,10.12,16.14,3.81,10.6,9.98,2.89,5.76,5.21,15.28,15.99,6.59,,6.87,9.91,8.56,7.99,14.1,15.21,4.1,4.4,2.08,6.15,1.52,0.69,3.39,12.71,19.97,0.83,4.76,10.71,10.1,5.48,6.06,2.8,2.19,12.2,6.71,5.44,8.58,5.25,8.97,2.64,10.92,13.52,6.6,5.05,9.44,11.39,12.43,3.7,15.15,3.25,12.77,0.93,12.39,14.5,2.26,14.55,14.78,8.35,17.02,3.24,0.93,11.38,0.04,7.58,1.15,17.68,3.77,13.93,5.78,11.87,6.95,8.97,4.99,10.39,5.48,15.57,16.44,1.8,8.2,5.79,13.3,8.93,3.87,8.26,9.68,4.7,1.52,5.77,15.2,4.63,8.72
March,,,,,,5.75,7.42,4.48,13.38,2.94,4.34,4.21,8.69,5.39,10.34,4.15,8.05,8.5,,,4.32,6.14,11.62,4,5.6,5.17,10.6,4.1,6.19,5.37,10.62,4.11,2.41,3.16,10.22,11.85,14.14,9.95,3.87,5.85,0.29,7.45,6.33,12.98,8.47,11.42,11.72,8.27,8.92,8.73,2.85,5.84,14.5,10.16,14.39,5.98,2.19,3.79,6.14,11.99,9.64,12.47,6.41,3.5,4.65,4.69,5.49,9.26,5.07,4.73,4.48,2.08,6.56,4.81,6.59,3.86,4.85,3.61,7.18,4.58,9.87,7.94,6.51,6,2.09,6.82,5.25,14.15,8.84,5.64,6.89,12.43,12.21,5.31,8.71,2.55,5.06,10.67,2.91,5.63,3.71
April,,,,,,3.3,2.2,13.18,5.55,9.14,4.95,7.67,5.98,2.62,3.99,2.37,7.32,4.23,,,3.79,6.13,6.68,2,2.6,2.42,5.6,4.13,6.76,8.44,4.02,5.26,3.74,0.92,3.22,7.12,3.73,6.77,6.68,14.02,4.79,5.36,2.86,4.1,9.72,8.43,2.81,5.02,6.18,8.82,7.52,10.51,1.42,9.22,2.36,6.2,8.32,4,3.44,7.67,11.55,3.44,4.38,8,5.25,7.79,4.37,6.1,4.53,3.24,4.83,6.84,9.51,3.48,5.26,7.42,4.43,8.43,1.03,5.9,5.97,4.06,3.7,5.51,6.33,6.07,4.03,7.81,4.38,11.41,11.26,7.78,4.42,7.07,4.57,10.27,2.73,2.04,4.84,7.07,6.9
May,,,,,,7.21,4.72,2.67,4.47,4.09,6.25,2.25,6.13,5.26,5.1,4.52,1.87,4.49,,,4.05,11.99,3.25,4.3,6.5,3.9,7.3,5.75,2.78,2.99,4.35,4.57,7.79,5.75,6.86,0.45,0.33,3.27,7.5,5.8,4.97,2.16,6.44,5.08,6.07,2.84,12.33,5.58,8.9,3.22,5.53,3.84,4.15,4.76,6.41,3.91,7.39,3.38,6.11,3.06,12.05,5.28,4.49,8,11.95,10.3,8.36,4.18,1.77,7.68,5.18,5.28,8.84,3.7,9.52,2.31,3.03,1.75,6.02,1.26,2.25,6.8,6.06,8.78,8.36,10.02,2.77,3.78,3.27,6.4,2.2,1.88,3.53,5.55,5.48,9.02,5.43,4.54,9.55,1.88,3.41
June,,,,,,1.95,9.04,2.53,2.02,3.76,4.05,2.49,8.93,7.4,4.45,7.57,4.63,6.89,,,8.96,10.27,14.34,2.85,2.9,5,3.4,1.78,4.67,1.15,11.29,4.74,5.47,5.64,6.53,1.42,6.4,6.01,6.11,5.34,9.34,8.12,4.68,3.29,2.66,4.39,4.7,16.97,6.95,4.33,6.97,4.68,11.64,8.82,3,3.1,5.04,4.79,4.88,6.52,5.28,0.96,4.21,5,9.42,0.07,7.78,12.01,23.14,5.49,6.36,12.73,2.68,7.11,6.72,10.13,10.22,6.84,12.09,7.06,1.12,0.78,1.08,11.89,8.86,8.67,12.85,5.32,13.89,2.49,9.15,3.87,9.38,4.46,9.03,12.81,5.64,3.9,5.73,5.3,5.04
July,,,,,,4.29,3.03,9.21,2.83,4.97,1.96,14.79,6.04,9.2,9.39,3.92,8.64,11.74,,,12.23,8.23,16.51,7,9.6,9,10.6,6.45,14.21,5.36,9.89,8.3,7.45,5.78,8.18,12.57,5.8,5.68,1.86,6.09,5.43,2.04,4.55,11.21,6.16,6.36,3.38,5.58,11,11.11,9.45,2.74,11.4,3.11,9.74,11.14,4.17,5.2,13.53,3.07,17.06,7.71,6,10,9.16,3.67,9.63,5.82,10.25,9.39,10.04,12.25,12.38,8.09,2.59,3.11,12.4,5.16,11.32,14.84,7.74,3.27,11.49,7.99,10.14,6.34,9.56,8.86,6.8,4.88,9.08,5.24,3.35,15.32,15.64,3.7,12.11,14.53,8.93,8.8,11.45
August,,,,,,10.67,8.44,6.72,7.81,4.68,3.25,7.07,5.99,13.27,17.87,7.06,7.93,9.13,,,3.67,7.58,12.73,7.7,3.1,6,5.4,6.14,11.24,13.21,6.27,18.5,14.04,10.3,8.18,11.71,6.22,12.83,19.18,4.14,14.9,12.43,8,17.79,8.52,9.41,13.09,11.8,7.68,4.3,13.66,9.93,15.21,6.07,11.92,8.58,8.49,19.95,14.99,7.77,7.71,14.55,8.72,14.5,15.04,12.5,9.53,22.63,10.89,18.47,10.26,8.06,1.99,4.62,12.04,6.59,10.08,4.6,6.55,5.43,4.76,10.61,9.07,17.85,8.38,3.13,11.16,0.37,12.78,8.21,20,11,7.75,11.31,13.55,3.14,17.9,11.39,8.01,1.6,6.47
September,,,,,,4.2,16.37,9.29,2.73,17.08,6.47,5.74,14.1,9.54,9.53,10.99,10.42,9.38,,,9.39,5.17,4.56,11.8,10.5,12,12.2,10.91,4.73,5.93,5.6,12.59,12.56,9.71,1.18,4.11,13.14,10.83,6.08,10.33,6.97,3.45,2.98,11.28,5.67,5.44,3.56,1.65,9.71,9.46,0.63,7.47,2.22,7.7,5.5,3.7,6.84,8.4,28.32,10.01,10.31,4.43,7.99,13,15.01,6.7,6.98,13.99,2.01,5.98,7.49,6.2,12.02,1.81,9.3,16.67,10.96,5.86,4.16,2.74,10.57,1.74,11.89,11.78,12.03,9.62,21.09,8.19,16.34,2.57,22.14,14.74,8.89,12.48,12.49,6.62,9.6,14.69,15.01,1.5,10.5
October,,,,,,8.12,5.29,15.13,15.8,8.1,19.37,10.26,16.45,14.05,15.06,10.84,7.7,14.68,,,5.54,7.77,11.15,10.7,6.3,12,12.3,6.36,7.79,8.34,7.8,10.53,9.17,10.6,9.3,9.37,10.06,4.19,10.28,5.48,12.98,10.75,9.24,21.45,8.84,8.3,13.03,11.32,2.67,17.43,6.77,8.52,12.53,7.79,3.64,2.36,18.76,18.53,16.99,4.18,3.4,6.35,1.4,16,12.44,13.69,8.45,15.66,15.25,15.62,18.47,9.36,18.79,10.46,18.09,21,11.1,3.95,20.63,4.42,10.73,13.48,17.98,14.83,11.89,10.36,1.86,1.84,9.51,12.48,11.66,2.23,8.25,4.68,31.09,7.53,9.52,20.17,10.57,13.39,7.55
