Rainfall at,BLAENAU FESTINIOG OAKLEY QUARRIES
,
Station no,4336,
,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,12.45,5.38,6.78,9.77,12.81,14.74,12.44,4.43,8.98,8.06,
February,10.92,13.52,6.60,5.05,9.44,11.39,12.43,3.70,15.15,3.25,
March,2.85,5.84,14.50,10.16,14.39,5.98,2.19,3.79,6.14,11.99,
April,7.52,10.51,1.42,9.22,2.36,6.20,8.32,4.00,3.44,7.67,
May,5.53,3.84,4.15,4.76,6.41,3.91,7.39,3.38,6.11,3.06,
June,6.97,4.68,11.64,8.82,3.00,3.10,5.04,4.79,4.88,6.52,
July,9.45,2.74,11.40,3.11,9.74,11.14,4.17,5.20,13.53,3.07,
August,13.66,9.93,15.21,6.07,11.92,8.58,8.49,19.95,14.99,7.77,
September,0.63,7.47,2.22,7.70,5.50,3.70,6.84,8.40,28.32,10.01,
October,6.77,8.52,12.53,7.79,3.64,2.36,18.76,18.53,16.99,4.18,
November,10.30,13.40,12.32,12.97,11.52,6.14,13.05,13.62,7.15,5.86,
December,13.63,11.83,16.43,8.31,14.40,18.08,7.14,5.65,16.97,17.23,
Total,100.68,97.66,115.20,93.73,105.13,95.32,106.26,95.44,142.65,88.67,
Calc annual,100.68,97.66,115.20,93.73,105.13,95.32,106.26,95.44,142.65,88.67,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
