Rainfall at,ST HELENS (ECCLESTON HILL),
Grid ref,SJ488941,Long,-2.772253,Lat,53.441172
Station no,2821,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.91,3.81,1.62,3.51,2.46,4.53,1.72,2.78,3.00,4.54,
February,1.82,0.85,1.18,2.82,2.27,0.50,1.85,5.99,0.43,1.78,
March,4.41,2.27,1.22,2.29,1.72,1.21,2.77,1.70,1.18,1.63,
April,1.83,2.23,2.64,0.94,2.04,2.96,0.46,0.94,2.75,1.56,
May,2.51,2.49,2.19,2.42,2.90,1.12,1.48,3.68,1.79,2.35,
June,0.92,2.31,1.53,3.08,3.76,2.04,1.72,4.47,2.87,2.28,
July,2.42,1.64,4.46,4.44,0.73,5.13,4.06,4.71,3.12,4.93,
August,5.47,2.59,3.68,4.72,1.55,9.03,5.94,3.26,1.08,4.78,
September,3.08,3.30,3.76,3.52,2.86,2.79,5.82,3.93,0.28,3.12,
October,1.16,4.53,2.02,6.16,2.55,2.61,3.68,3.58,3.03,3.51,
November,8.77,2.47,3.35,5.61,1.81,1.75,1.24,1.99,4.69,5.34,
December,5.73,3.14,1.12,3.99,4.90,2.63,3.30,3.87,5.88,3.45,
Total,41.03,31.63,28.77,43.50,29.55,36.30,34.04,40.90,30.10,39.27,
Calc annual,41.03,31.63,28.77,43.50,29.55,36.30,34.04,40.90,30.10,39.27,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
