HAMPDEN-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP849024,Long,-0.772534,Lat,51.713916,Elevation,690,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,4.09,1.17,0.99,3.01,4.03,1.29,4.68,0.94,1.76,1.2,1.98,1.15,3.8,3.86,0.91,3.08,1.73,1.61,2.71,4.56,2.91,2.85,2.85,1.54,3.14,2.19,3.33,2.86,4.52,1.53,2.91,1.9,2.89,2.54,2.37,0.89,4.11,4.69,3.82,5.12,2.57,2.75,2.47,4.43,1.86,1.91,2.1,1.94,5.19,1.41,0.98,3.16,,1.3,1.32,2.79,3.79,1.58,2.89,2.44,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,4.63,1.81,1.73,1.3,4.02,0.86,2.1,1.52,1.24,0.59,3.84,1.94,2.4,0.91,3.24,4.89,4.72,1.24,1.07,2.88,0.58,0.47,2.85,4.56,0.62,3.59,1.94,4.5,1.74,0.94,0.59,2.27,0.32,2.49,0.33,2.81,1.91,4.48,0.6,1.08,2.11,2.48,1.11,1.33,1.38,1.95,2.34,1.73,1,1.21,4.91,5.37,,2.23,2.47,2.04,0.57,3.31,3.23,0.22,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.91,2.54,1.92,4.53,1.68,3.79,1.77,1.51,3.94,4.19,1.3,2.33,4.06,2.6,5.14,1.35,5.28,2.02,0.62,4.63,1.73,1.15,2,2.2,1.42,0.8,0.23,2.87,2.26,0.1,1.3,0.21,2.16,3.22,2.43,0.49,1.63,3.34,0.31,1.83,2.03,2.64,2.02,0.62,0.38,0.83,0.95,5.39,0.73,1.35,1.03,3.48,,0.54,2.82,1.18,0.9,1.81,2.07,2.98,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.24,2.47,1.17,3,1.6,2.08,0.95,3.89,4.12,2.23,2.54,1.65,0.04,2.93,0.92,1.19,1.43,1.85,4.22,3.27,3.96,1.24,3.69,2.33,3.09,2.42,3.18,1.71,1.1,1.23,2.45,3.89,2.61,1.1,1.81,4.24,1.32,3.49,0.11,2.96,1.43,2,1.57,1.13,2.01,1.41,1.67,2.23,1.49,1.21,2.03,3.1,,2.35,0.42,0.61,1.07,0.21,1.73,2.35,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.7,1.94,2.68,3.14,3.15,1.57,2.23,2.05,2.26,2.1,2.34,2.5,2.03,2.06,1.56,2.44,1.42,2.17,2.29,0.3,1.49,1.19,0.93,2.12,8.04,2.88,2.51,1.47,1.6,1.89,2.63,3.03,4.58,1.73,0.76,0.82,2.28,3.52,2.31,2.1,1.06,1.39,3.32,2.93,0.63,3.08,4.02,1.62,2.85,2.38,2.67,2.85,,1.78,3.47,3.89,0.34,1.39,2.21,1.24,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.57,1.94,3.19,6.41,0.98,4.08,3,2.96,0.89,4.17,4.96,2.21,3.47,0.82,1.85,0.37,2.96,2.31,1.06,1.17,2.12,0.4,1.29,0.63,2.99,0.03,2.83,3.63,2.35,1.07,0.43,1.63,1,1.38,1.86,3.77,3.44,1.19,0.74,1.47,0.54,1.43,0.58,1.89,1.45,2.37,2.99,1.65,2.67,0.63,1.55,1.65,,1.63,3.83,2.67,2.23,2.4,4.48,2.18,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.34,1.85,1.01,4.04,4.2,0.7,0.8,3.21,2.89,2.98,2.17,0.2,3.39,1.11,2.96,3.76,1.7,5.22,3.41,2.32,5.3,0.25,5.18,2.58,4.53,5.45,2.62,3.18,2.09,1.89,2.81,4.15,2.61,2.19,1.25,0.64,5.74,1.19,1.86,2.63,2.21,5.23,2.23,1.32,2.17,2.98,2.2,1.19,1.37,1.66,5.95,1.02,,3.45,2.33,0.78,2.42,3.23,3.42,3.29,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.82,2.53,4.7,4.99,2.94,3.18,1.77,1.74,3.6,2.63,3.59,1.41,5.13,1.02,1.52,2.73,3.71,6.25,1.54,3.35,1.25,1.76,4.51,3,2.64,3.79,1.48,4.51,2.58,0.9,2.31,5.12,3.83,0.81,2.06,1.69,0.43,1.67,2.13,3.66,0.08,3.3,2.19,2.25,2.08,1.43,4.34,0.31,2.53,1.11,4.45,,4.16,1.81,3.53,0.41,4.63,3.32,3.39,2.26,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.09,1.83,0.7,2.28,1.79,2.71,1.44,0.74,2.48,2.56,0.72,1.43,2.48,1.65,0.89,2.2,1.32,1.36,5.42,2.04,2.52,2.16,1.98,2.21,3.41,4.24,2.37,5.5,1.05,0.26,3.19,2.92,2.75,2.33,2.01,4.84,3.85,3.36,2.13,0.81,1.05,0.32,1.82,1.52,3.03,2.43,3.75,1.51,2.73,0.85,3.99,,4.24,2.6,2.21,2.28,2.58,3.42,6.26,0.26,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.8,2.73,2.32,8.48,1.6,1.92,6.06,5.84,1.96,5.19,3.36,2.17,2.37,4.25,2.42,2.96,3.56,4.83,1.56,1.33,1.61,1,0.8,5.3,4.28,3.56,2.3,1.82,5.34,4.14,1.27,0.83,4.88,2.01,1.74,3.78,1.36,3.26,3.43,4.69,3.15,0.97,3.85,2.98,4.44,3.8,1.64,0.4,3.12,6.02,0.83,,2.25,3.14,2.27,2.81,2.38,2.54,3.64,2.07,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
