"SALISBURY, NEWLANDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1511,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,2.93,5.03,2.44,4.98,1.39,4.52,
February,,,,,,4.56,1.73,4.55,2.02,1.20,1.21,
March,,,,,,0.12,0.55,3.52,2.61,0.11,1.32,
April,,,,,,2.43,4.20,1.77,1.37,0.85,2.48,
May,,,,,,5.02,1.85,0.58,1.38,1.67,1.28,
June,,,,,,0.00,2.39,2.41,1.84,1.17,0.32,
July,,,,,,3.07,1.38,2.81,1.72,1.05,2.35,
August,,,,,,2.40,1.05,3.01,1.79,0.94,3.49,
September,,,,,,3.61,0.86,5.07,2.15,0.36,4.39,
October,,,,,,3.79,2.51,1.81,5.73,4.42,1.58,
November,,,,,,2.49,8.33,3.11,3.57,8.48,5.18,
December,,,,,,4.09,0.39,3.97,2.91,8.12,3.78,
Total,,,,,,34.51,30.27,35.05,32.07,29.76,31.90,
Calc annual,0.00,0.00,0.00,0.00,0.00,34.51,30.27,35.05,32.07,29.76,31.90,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,
