"SURBITON (SEETHING WELLS)",,,,,,,,,,,,
Grid ref,TQ172671,Long,-0.316954,Lat,51.390847,,,,,,,
Station no,147,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,1.85,1.12,1.09,2.49,3.47,1.32,1.62,2.12,1.91,,
February,5.81,0.89,1.16,2.12,1.51,0.26,2.75,1.94,0.05,1.45,,
March,3.20,2.74,0.41,2.15,1.01,0.50,0.70,1.23,1.90,1.51,,
April,2.69,1.42,1.95,0.34,0.27,0.97,0.22,0.98,1.64,0.52,,
May,2.05,1.92,1.41,2.78,3.82,0.18,1.25,2.30,1.08,1.74,,
June,0.74,2.36,1.21,4.73,2.05,1.51,0.71,4.13,0.50,1.47,,
July,1.26,0.50,3.96,2.81,0.51,4.52,2.74,2.09,2.16,2.63,,
August,2.95,3.16,1.43,2.69,1.38,2.22,3.68,3.68,1.98,3.84,,
September,2.74,3.26,2.47,2.25,1.59,1.82,2.22,3.61,0.01,2.44,,
October,0.74,2.44,3.11,2.04,2.71,1.52,1.56,2.24,1.87,5.72,,
November,5.89,2.92,1.12,3.97,0.80,0.44,2.47,1.64,2.63,3.43,,
December,2.42,2.16,0.63,1.93,1.93,2.70,1.68,2.46,3.14,2.44,,
Total,34.00,25.62,19.98,28.90,20.07,20.11,21.30,27.92,19.08,29.10,,
Calc annual,34.00,25.62,19.98,28.90,20.07,20.11,21.30,27.92,19.08,29.10,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
