"SURBITON SEETHING WELLS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,147,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.12,2.02,2.47,1.25,2.63,1.74,2.52,1.73,3.36,1.10,2.98,
February,0.52,0.30,1.93,3.13,0.52,3.51,2.23,3.87,1.48,0.32,0.47,
March,1.24,1.08,1.56,2.04,0.91,0.46,0.23,2.85,1.61,0.05,1.49,
April,2.82,0.81,2.57,1.60,3.65,1.93,3.06,1.79,1.42,0.93,1.21,
May,0.69,1.35,1.01,2.46,2.94,1.82,1.52,1.20,2.77,1.30,3.14,
June,1.93,0.23,1.00,0.30,2.47,0.07,3.76,3.02,2.47,0.93,2.11,
July,4.43,0.05,2.98,3.54,3.20,3.84,1.85,3.61,2.21,1.01,1.78,
August,1.54,1.07,2.42,1.81,2.66,2.11,1.22,3.97,2.40,2.14,2.66,
September,2.82,1.58,1.53,1.27,3.34,2.26,1.03,4.45,0.79,0.18,2.93,
October,1.72,0.89,0.86,5.46,3.50,2.26,2.54,1.07,4.17,2.59,1.00,
November,1.25,1.98,1.36,1.38,2.64,1.72,5.13,2.93,1.56,5.81,4.28,
December,1.88,1.09,3.54,2.06,2.72,2.66,0.32,3.61,2.28,5.41,1.78,
Total,22.96,12.45,23.23,26.30,31.18,24.38,25.41,34.10,26.52,21.77,25.83,
Calc annual,22.96,12.45,23.23,26.30,31.18,24.38,25.41,34.10,26.52,21.77,25.83,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
