WOOTON-BASSETT-THE-LIME-KILN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU070830,Long,-1.900449,Lat,51.545852,Elevation,422,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.62,3.27,3.68,2.56,4.76,2.44,0.78,0.92,3.37,2.65,0.84,2.52,2.43,2.67,0.74,2.29,0.22,4.4,2.67,1.44,1.05,3.41,3.26,0.44,4.08,0.99,1.17,0.94,2.36,1.03,4.56,3.79,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.19,3.96,1.87,3.66,0.75,1.02,1.89,1.92,0.7,0,1.45,3.79,2.34,0.16,0.38,3.18,1.65,2.99,4.51,0.95,0.85,1.55,3.01,0.48,2.36,1.41,0.84,0.42,3.77,2.08,1.93,1.27,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.84,1.11,2.52,1.14,1.95,2.1,3.87,3.49,0.98,1.6,0.76,0.45,2.37,2.19,3.05,3.6,0.51,0.65,0.8,2.42,1.56,3.73,1.29,3.71,1.73,0.82,3,3.65,0.59,1.92,4.73,2.87,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,4.04,0.54,1.55,2.03,1.89,1.2,2.12,2.61,1.42,0.98,1,0.04,2.19,1.84,1.22,1.89,1.57,2.33,1.32,2.2,1.83,2.29,1.39,2.52,0.81,3.68,2.39,1.41,2.34,1.1,0.07,3.97,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.81,1.83,1.38,2.39,4.08,1.5,1.81,2.42,1.85,3.2,0.9,1.38,1.82,0.31,0.29,0.95,2.69,1.62,1.68,1.66,1.97,4.78,2.44,0.21,1.88,2.11,1.68,1.55,1.61,1.29,2,1.94,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,4.44,3.4,3.48,1.88,0.76,1.3,2.68,1.32,2.38,1.05,2.54,1.96,2.62,1.42,1.24,2.48,1.76,1.53,2,2.04,2.92,6.37,1.12,4.49,3.75,2.12,0.62,3.23,4.58,1.6,4.39,0.88,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,3.37,3.23,2.63,0.17,2.76,1.25,3.73,2.97,4.55,3.02,2.77,3.91,3.74,3.34,2.86,1.18,0.56,0.85,1.01,2.01,1.11,2.52,3.32,0.63,0.98,2.75,2.44,2.5,1.82,0.19,2.67,1.05,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.33,1.37,1.63,2.53,1.68,2.59,2.17,2.48,1.45,6.61,3.61,2.01,2.12,-999,2.98,6.9,2.04,1.01,2.65,2.03,3.53,3.58,2.14,4.72,1.61,1.35,3.46,2.75,3.02,0.72,4.58,0.9,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.89,4.34,1.48,4.72,2.28,2.88,1.09,1.41,1.46,2.29,2.71,1.44,2.23,-999,6.74,2.29,1.13,2.23,0.44,,1.11,2.24,1.51,1.3,0.81,0.48,1.56,3.22,0.33,1.49,1.11,3.21,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,6.11,2.27,0.98,3.72,4.33,2.5,0.9,2.3,1.43,7.23,3.4,4.69,4.33,3.43,4.03,1.52,3.56,2.26,2.66,1.77,1.61,5.85,0.76,1.89,5.08,5.95,1.34,5.01,3.77,2.09,3.96,3.05,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
