"PLYMPTON HEMERDON TENNIS COURT",,,,,,,,,,,,
Grid ref,SX573575,Long,-4.009232,Lat,50.400008,,,,,,,
Station no,RR1127,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.06,3.71,,,,,,,,,,
February,7.48,1.48,,,,,,,,,,
March,2.50,3.74,,,,,,,,,,
April,2.41,4.84,,,,,,,,,,
May,2.01,1.90,,,,,,,,,,
June,4.17,2.34,,,,,,,,,,
July,1.39,1.87,,,,,,,,,,
August,3.83,2.94,,,,,,,,,,
September,2.24,4.57,,,,,,,,,,
October,3.11,2.93,,,,,,,,,,
November,5.04,0.71,,,,,,,,,,
December,7.80,8.56,,,,,,,,,,
Total,49.04,39.59,,,,,,,,,,
Calc annual,49.04,39.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
