BOWDON-ERLESDENE-LONGEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ756869,Long,-2.3682488,Lat,53.378384,Elevation,211,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,0.69,0.31,2.24,3.91,2.93,,,,,,,2.08,2.38,1.26,1.78,2.31,1.03,1.24,1.32,2.41,2.99,1.87,,,,,,,,
February,,,,,,,,,,,2.09,4.39,2.45,1.56,1.69,,,,,,,0.17,1.59,2.14,2.64,0.25,1.41,2.14,1.55,0.73,2.94,1.32,,,,,,,,
March,,,,,,,,,,,2.09,3.37,1.32,1.14,2.19,,,,,,,1.42,0.97,0.46,1.83,2.31,3.28,2,0.58,1.34,0.79,1.78,,,,,,,,
April,,,,,,,,,,,0.77,1.12,3.72,1.66,0.97,,,,,,,2.23,1.15,0.55,1.65,1.66,1.48,2.02,1.26,2.19,1.29,2.01,,,,,,,,
May,,,,,,,,,,,2.45,3.52,0.82,0.8,1.5,,,,,,,2.76,2.23,1.92,1.55,0.65,0.6,1.7,3.21,2.41,1.84,0.75,,,,,,,,
June,,,,,,,,,,3.79,3.16,2.06,5.84,3.47,1.19,,,,,,,2.16,3.33,1.53,2.36,2.07,2.1,3.57,3.02,1.84,2.95,1.97,,,,,,,,
July,,,,,,,,,,4.25,5.14,3.52,4.86,2.57,2.46,,,,,,,2.48,3.04,2.97,2.62,4.04,1.76,1.55,0.53,1.53,2.05,4.68,,,,,,,,
August,,,,,,,,,,5.05,2.31,4.22,2.8,2.12,1.5,,,,,,,4.08,3.8,2,3.5,2.48,2.36,2.61,4.34,1.44,4.82,2.01,,,,,,,,
September,,,,,,,,,,3.11,3.75,2.1,2.98,4.49,2.9,,,,,,0.81,2.74,2.8,3.47,1.02,1.43,3.99,3.56,0.67,4.29,0.91,0.79,,,,,,,,
October,,,,,,,,,,1.61,3.34,2.81,3.4,5.11,1.78,,,,,,1.9,3.22,3.37,2.24,2.94,2.68,3.29,1.62,3.35,2.73,3.69,2.74,,,,,,,,
November,,,,,,,,,,0.89,2.74,2.66,4.08,3.18,2.23,,,,,,4.44,2.1,1.96,1.29,1.64,2.69,1.4,3.7,1.32,0.94,1.73,3.19,,,,,,,,
December,,,,,,,,,,2.01,5.32,4.73,5.36,2.07,2.57,,,,,,0.44,3.69,1.64,2.56,1.96,2.14,2.73,2.97,2.1,2.57,3.63,3.53,,,,,,,,
Total,,,,,,,,,,,33.85,34.81,39.87,32.08,23.91,,,,,,,29.13,28.26,22.39,25.49,24.71,25.43,28.68,23.25,24.42,29.63,26.64,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Erlesdene on Green Walk, Bowdon. Altitudes match. Gauge moved from The Beeches with same observer. There are 3 gauges at this location, it is possible to link the 1890s and 1900s records but not the earlier records therefore the gauges that give the longest, shortest and intermediatre sequences have been arbitrarily linked. The gauges appear to be in the same location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
