"HAWICK GOLDIELANDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,3.50,3.70,6.10,7.62,3.00,5.60,1.45,8.88,3.60,0.87,,
February,2.50,4.80,4.00,1.35,2.20,1.20,4.70,2.48,1.56,2.48,,
March,0.90,2.90,2.50,1.65,2.00,1.10,4.14,1.70,0.65,2.90,,
April,0.80,4.00,2.40,0.33,2.52,0.92,3.94,3.92,1.65,1.42,,
May,2.60,0.60,3.30,1.76,1.46,1.35,1.03,3.10,3.63,1.63,,
June,1.30,3.10,2.60,1.31,0.56,2.60,3.15,1.82,2.70,5.00,,
July,2.50,4.00,4.80,4.67,1.77,2.83,1.23,5.02,0.60,4.69,,
August,0.90,1.70,4.10,4.30,3.37,2.77,4.86,9.30,4.62,3.24,,
September,2.20,1.90,3.70,2.53,2.88,4.15,2.16,2.42,3.32,2.73,,
October,4.60,3.20,5.10,4.54,7.32,2.95,3.25,5.02,2.63,1.18,,
November,1.30,2.20,5.50,2.56,4.70,4.40,3.22,5.32,3.82,1.96,,
December,1.70,3.50,4.70,1.35,4.10,3.48,8.14,2.10,1.85,2.36,,
Total,24.80,35.60,48.80,33.97,35.88,33.35,41.27,51.08,30.63,30.46,,
Calc annual,24.80,35.60,48.80,33.97,35.88,33.35,41.27,51.08,30.63,30.46,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
