"BASINGSTOKE THE VYNE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.19,2.39,5.56,3.38,1.83,3.79,0.94,4.45,1.00,,,
February,2.15,1.32,1.80,1.57,2.08,2.44,2.43,1.71,1.87,,,
March,1.79,1.22,1.97,2.35,0.49,0.89,4.02,1.97,0.96,,,
April,0.33,3.72,1.68,0.44,1.99,1.43,1.83,2.86,2.24,,,
May,0.97,0.33,2.68,1.12,0.96,1.53,0.40,2.43,3.44,,,
June,0.33,2.76,2.27,1.70,1.27,3.41,2.48,1.26,1.67,,,
July,0.50,3.54,2.26,2.22,0.56,5.50,1.12,3.00,1.36,,,
August,1.52,1.13,1.99,1.95,1.43,1.43,2.23,2.45,3.82,,,
September,1.72,4.13,1.38,2.75,3.13,2.44,3.71,1.21,0.88,,,
October,3.85,1.91,4.74,2.62,3.72,5.70,1.56,1.82,2.96,,,
November,1.99,0.39,3.86,2.28,3.18,3.70,4.29,5.90,3.82,,,
December,2.31,1.73,4.62,0.65,1.50,1.22,5.90,1.72,1.66,,,
Total,18.65,24.57,34.81,23.03,22.14,33.48,30.91,30.78,25.68,,,
Calc annual,18.65,24.57,34.81,23.03,22.14,33.48,30.91,30.78,25.68,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,,
