"MEARNS NETHERPLACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,2.00,5.00,8.38,,7.00,,,,,,,
February,3.75,5.75,4.00,,2.12,,,,,,,
March,1.50,4.50,3.75,,4.75,,,,,,,
April,2.25,4.25,1.50,,3.00,,,,,,,
May,5.13,1.25,3.50,,2.63,,,,,,,
June,2.06,2.00,6.75,,1.44,,,,,,,
July,2.12,4.50,5.00,,2.50,,,,,,,
August,2.25,-999.00,4.25,,4.87,,,,,,,
September,4.37,-999.00,8.75,,6.75,,,,,,,
October,5.38,3.50,4.75,,11.38,,,,,,,
November,2.50,4.25,7.50,,5.12,,,,,,,
December,3.38,6.38,8.25,,5.00,,,,,,,
Total,36.69,47.88,66.38,,56.56,,,,,,,
Calc annual,36.69,41.38,66.38,0.00,56.56,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,6.50,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
