"LOCHMADDY GROGARY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,3.08,,
April,,,,,,,,,,0.62,,
May,,,,,,,,,,1.86,,
June,,,,,,,,,,0.99,,
July,,,,,,,,,,4.04,,
August,,,,,,,,,,3.64,,
September,,,,,,,,,,7.31,,
October,,,,,,,,,,2.27,,
November,,,,,,,,,,1.17,,
December,,,,,,,,,,3.91,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.89,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
