"BELPER FIELD HEAD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,4.97,2.78,1.94,,
February,,,,,,,,2.31,1.99,3.82,,
March,,,,,,,,2.46,0.85,1.46,,
April,,,,,,,,2.91,1.47,2.69,,
May,,,,,,,,3.64,5.81,3.12,,
June,,,,,,,,1.73,2.93,6.21,,
July,,,,,,,,4.03,0.47,3.36,,
August,,,,,,,,5.18,7.15,5.53,,
September,,,,,,,,2.68,2.32,3.27,,
October,,,,,,,2.43,2.64,3.53,0.96,,
November,,,,,,,4.48,4.08,2.45,1.65,,
December,,,,,,,6.62,2.61,1.90,1.82,,
Total,,,,,,,,39.24,33.65,35.83,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,13.53,39.24,33.65,35.83,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
