"LEE FELL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,3.40,7.40,,,,
February,,,,,,,7.40,7.00,,,,
March,,,,,,,4.00,6.40,,,,
April,,,,,,,2.50,4.50,,,,
May,,,,,,,0.80,1.60,,,,
June,,,,,,,4.00,4.30,,,,
July,,,,,,,4.00,7.20,,,,
August,,,,,,3.50,5.00,8.52,,,,
September,,,,,,5.40,5.00,4.00,,,,
October,,,,,,4.80,2.70,7.20,,,,
November,,,,,,4.70,5.40,7.00,,,,
December,,,,,,3.20,7.00,7.00,,,,
Total,,,,,,,51.20,72.12,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,21.60,51.20,72.12,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,,
