"ALTON EAST TISTED RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,3.10,7.87,5.57,,5.00,1.35,8.00,1.70,4.29,,
February,,2.19,3.04,2.38,,2.64,3.94,1.90,2.58,5.17,,
March,,2.22,3.35,3.24,,1.14,3.76,3.22,1.53,0.84,,
April,,4.77,1.70,0.65,,1.63,3.22,3.87,2.69,3.07,,
May,,0.26,3.61,1.83,,1.79,0.58,3.85,4.93,3.49,,
June,,3.60,3.68,1.53,,4.63,2.39,0.70,2.29,6.84,,
July,,4.43,4.30,2.86,,6.10,0.89,5.50,1.02,4.32,,
August,,1.84,1.55,2.51,3.01,1.58,3.37,3.67,5.17,6.68,,
September,,5.74,1.96,3.43,2.97,1.98,4.93,1.49,1.71,3.80,,
October,,3.35,7.00,,7.42,5.97,2.12,3.30,3.56,1.07,,
November,,0.73,5.57,,4.06,4.85,4.46,7.19,3.94,1.79,,
December,,2.56,6.66,0.55,3.14,1.60,9.62,2.70,1.82,1.19,,
Total,,34.79,50.29,30.44,,38.91,40.63,45.39,32.94,42.55,,
Calc annual,0.00,34.79,50.29,24.55,20.60,38.91,40.63,45.39,32.94,42.55,,
Difference,NaN,0.00,-0.00,5.89,NaN,-0.00,0.00,0.00,0.00,0.00,,
