"GARSTANG CALDER MOUNT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,5.53,6.27,4.88,5.34,1.93,7.13,2.98,1.37,,
February,,,2.66,0.73,1.68,1.08,4.38,4.88,1.45,3.63,,
March,,,4.53,3.83,4.20,0.95,3.30,3.53,1.57,1.57,,
April,,,3.87,0.57,1.60,1.20,2.77,2.56,1.43,1.26,,
May,,,1.74,2.23,1.53,2.54,0.39,2.60,3.78,2.81,,
June,,,6.41,3.23,1.07,5.60,5.18,2.38,3.76,3.75,,
July,,,7.64,4.06,1.62,5.07,3.22,4.97,0.98,6.65,,
August,,,4.10,4.80,7.53,3.28,4.39,8.63,5.57,7.99,,
September,,,8.26,2.42,4.84,4.98,4.07,5.62,4.90,3.44,,
October,,,7.48,7.55,6.07,4.02,2.92,5.69,4.18,2.89,,
November,,,4.82,3.00,5.41,6.06,3.09,6.62,2.19,1.35,,
December,,,4.21,1.72,3.82,2.42,4.95,4.66,2.40,2.85,,
Total,,,61.25,40.41,44.25,42.54,40.59,59.27,35.19,39.56,,
Calc annual,0.00,0.00,61.25,40.41,44.25,42.54,40.59,59.27,35.19,39.56,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
