"HASTINGS BROOKWOOD HOLLINGTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,7.07,1.83,3.25,,
February,,,,,,,,2.74,2.06,3.53,,
March,,,,,,,,2.47,2.40,0.77,,
April,,,,,,,,2.46,4.10,2.90,,
May,,,,,,,,2.37,3.36,2.82,,
June,,,,,,,,2.08,1.28,3.85,,
July,,,,,,,,1.94,0.55,2.40,,
August,,,,,,,,2.10,9.85,3.35,,
September,,,,,,,,0.60,1.33,2.48,,
October,,,,,,,,3.79,2.81,1.20,,
November,,,,,,,,7.67,3.80,0.97,,
December,,,,,,,7.55,2.42,1.90,0.92,,
Total,,,,,,,,37.71,35.27,28.44,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,7.55,37.71,35.27,28.44,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,,
