"GIRDLENESS [ABERDEEN]",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5620,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.05,0.69,2.09,1.43,0.87,2.19,0.66,2.80,0.79,0.84,,
February,2.26,2.24,2.94,0.30,0.92,0.56,2.09,1.22,0.10,,,
March,0.59,0.26,1.75,1.96,0.76,2.14,2.21,1.40,0.22,0.25,,
April,0.93,3.79,2.38,0.07,0.74,1.20,0.80,1.92,0.40,2.15,,
May,1.10,0.57,2.48,2.63,0.98,1.15,0.57,1.90,1.41,1.04,,
June,0.40,0.73,2.73,0.72,0.48,2.33,0.35,3.42,1.19,1.09,,
July,1.86,2.20,1.68,2.71,2.50,3.10,1.10,1.63,0.00,2.36,,
August,0.84,2.18,2.58,3.88,5.00,1.11,0.63,5.84,2.28,4.66,,
September,1.89,1.99,4.62,2.27,1.72,4.40,2.28,1.04,2.11,1.11,,
October,2.29,2.77,4.09,1.66,1.94,2.03,1.59,1.38,2.14,1.78,,
November,1.88,1.85,4.36,4.30,1.72,2.88,2.74,3.26,2.95,0.88,,
December,4.40,1.34,2.91,1.42,0.85,1.32,6.47,1.96,0.75,0.25,,
Total,19.49,20.61,34.61,23.35,18.48,24.41,21.49,27.77,14.34,16.41,,
Calc annual,19.49,20.61,34.61,23.35,18.48,24.41,21.49,27.77,14.34,16.41,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
