"ACKWORTH SCHOOL PONTEFRACT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3176,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.42,0.66,2.48,1.58,0.71,2.32,0.71,3.03,,1.11,,
February,1.47,1.64,2.18,0.70,1.10,1.34,2.04,2.12,,3.06,,
March,1.89,0.56,1.86,2.22,0.95,0.50,3.10,2.05,,1.10,,
April,0.42,2.75,3.65,0.85,1.14,0.34,2.15,3.29,,2.38,,
May,0.75,1.50,1.02,2.36,0.90,1.13,0.57,3.67,,1.68,,
June,1.73,5.13,4.41,0.58,0.72,4.65,1.87,1.73,,4.20,,
July,0.68,2.71,8.01,3.04,1.36,5.01,1.64,2.96,,3.93,,
August,1.33,1.81,2.64,2.50,1.53,2.10,1.95,5.20,,3.09,,
September,0.93,5.80,3.85,2.13,2.26,2.64,2.72,2.94,,1.09,,
October,5.53,1.69,4.41,1.49,2.03,4.37,2.65,2.54,,1.35,,
November,1.75,0.96,3.31,1.44,2.51,3.74,3.38,2.37,,1.61,,
December,2.93,0.99,3.25,0.18,2.75,0.65,5.61,3.28,,1.17,,
Total,20.83,26.20,41.07,19.07,17.96,28.79,28.39,35.18,,25.77,,
Calc annual,20.83,26.20,41.07,19.07,17.96,28.79,28.39,35.18,0.00,25.77,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,-0.00,,
