"CARLISLE BUNKERS HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,2.67,1.67,,,,,,,,,,
February,1.70,1.36,,,,,,,,,,
March,0.47,0.97,,,,,,,,,,
April,1.00,2.18,,,,,,,,,,
May,1.35,1.12,,,,,,,,,,
June,1.63,2.27,,,,,,,,,,
July,0.86,3.31,,,,,,,,,,
August,2.33,2.31,,,,,,,,,,
September,1.44,1.82,,,,,,,,,,
October,3.87,2.25,,,,,,,,,,
November,2.21,1.77,,,,,,,,,,
December,0.97,2.55,,,,,,,,,,
Total,20.50,23.58,,,,,,,,,,
Calc annual,20.50,23.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
