"YORK BELLEVUE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,0.51,2.29,2.01,1.07,2.14,0.87,3.43,1.54,1.03,,
February,,1.93,2.30,0.73,1.00,0.87,1.93,2.02,0.84,2.41,,
March,,0.69,1.93,2.08,1.00,0.75,3.29,2.84,0.69,0.75,,
April,,2.60,2.45,0.46,1.38,0.38,1.77,3.18,1.19,,,
May,,1.22,1.09,2.08,1.78,1.52,0.66,1.79,3.37,,,
June,,3.75,4.66,0.88,0.78,3.20,1.69,1.49,2.69,,,
July,,2.55,4.56,2.45,1.38,2.80,1.66,2.98,1.32,,,
August,,0.81,2.70,1.91,1.68,1.68,1.71,4.06,5.29,,,
September,1.08,5.91,2.93,1.36,2.29,2.41,4.44,3.26,2.78,,,
October,5.10,2.60,3.51,1.75,2.16,3.59,2.65,2.42,1.32,,,
November,1.50,0.84,3.36,,2.48,3.31,3.30,1.63,2.59,,,
December,2.69,1.24,3.35,,2.78,0.61,5.88,1.72,1.33,,,
Total,,24.65,35.13,,19.78,23.26,29.85,30.82,24.95,,,
Calc annual,10.37,24.65,35.13,15.71,19.78,23.26,29.85,30.82,24.95,4.19,,
Difference,NaN,0.00,0.00,NaN,0.00,0.00,0.00,0.00,-0.00,NaN,,
