"ST ALBANS GORHAMBURY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,926,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.30,1.45,5.10,4.01,1.85,3.31,1.60,4.85,1.06,2.77,,
February,2.51,1.64,1.42,1.62,1.69,1.14,2.59,1.93,1.38,3.18,,
March,2.26,1.65,2.34,2.21,0.55,0.74,3.14,2.86,0.54,0.99,,
April,0.48,3.15,1.61,0.70,2.20,1.45,3.25,2.92,4.46,2.67,,
May,1.53,0.76,3.21,1.93,1.05,2.32,0.67,3.23,5.27,3.29,,
June,1.15,3.88,3.04,1.50,1.28,2.15,1.26,1.64,2.46,4.43,,
July,1.42,3.43,3.29,2.38,1.43,6.02,1.27,3.65,0.96,4.02,,
August,1.86,0.75,2.91,2.37,1.64,1.83,2.34,3.65,3.87,4.98,,
September,2.55,4.69,1.54,2.66,3.56,2.13,5.29,1.20,0.81,3.11,,
October,3.91,1.07,4.85,2.76,2.90,4.42,1.41,2.80,1.56,1.01,,
November,1.51,0.69,4.17,2.04,2.21,3.67,3.67,5.80,3.05,0.59,,
December,3.08,1.27,4.67,0.56,2.12,0.92,5.83,2.18,0.95,0.79,,
Total,23.56,24.43,38.15,24.74,22.48,30.10,32.32,36.71,26.37,31.83,,
Calc annual,23.56,24.43,38.15,24.74,22.48,30.10,32.32,36.71,26.37,31.83,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
