"FAIRFORD HATHEROP RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.85,1.80,5.31,3.52,3.14,5.18,2.48,4.03,1.60,3.03,,
February,2.11,1.18,2.63,1.30,2.80,1.70,3.81,1.79,1.97,3.74,,
March,1.56,1.40,2.59,2.71,1.01,0.99,3.76,1.78,1.06,1.27,,
April,0.74,2.98,2.34,0.82,1.39,2.01,3.49,3.08,3.07,2.55,,
May,1.91,1.21,2.46,2.43,1.13,2.64,0.56,2.37,4.58,2.99,,
June,0.33,2.59,3.17,2.30,0.98,4.07,1.80,0.99,2.58,5.24,,
July,2.48,3.76,4.63,3.15,0.79,4.83,0.85,4.09,0.84,3.33,,
August,2.27,0.70,1.31,2.67,2.74,1.04,3.15,5.47,5.59,6.78,,
September,1.21,5.93,1.24,1.51,3.84,2.44,5.30,2.09,2.17,3.27,,
October,3.45,1.75,4.25,2.58,3.53,8.69,1.77,2.52,4.07,1.02,,
November,1.69,0.94,5.34,1.91,3.37,4.46,3.83,3.65,2.75,0.57,,
December,2.24,1.91,4.07,1.13,2.82,1.31,6.88,2.22,1.65,0.86,,
Total,21.84,26.15,39.34,26.03,27.54,39.36,37.68,34.08,31.93,34.65,,
Calc annual,21.84,26.15,39.34,26.03,27.54,39.36,37.68,34.08,31.93,34.65,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,,
