"CAMBRIDGE, GRANTCHESTER MILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,0.66,0.67,2.30,1.73,1.24,2.32,1.89,2.72,1.34,1.94,,
February,0.43,1.50,0.95,1.77,0.48,0.94,2.05,1.98,1.00,2.84,,
March,1.59,1.11,1.93,1.06,0.62,0.37,1.94,1.91,0.81,0.84,,
April,0.35,2.17,2.09,0.73,1.06,1.15,1.88,2.26,1.80,2.32,,
May,0.65,0.72,2.99,1.89,1.06,1.68,0.44,2.01,3.55,3.50,,
June,1.68,3.47,2.54,1.93,1.01,3.24,1.76,1.25,2.29,5.28,,
July,1.87,3.32,-999.00,1.82,0.70,5.15,1.03,2.42,0.24,4.10,,
August,2.12,0.51,1.29,3.17,0.94,1.04,2.13,4.17,4.10,7.12,,
September,1.21,4.41,1.35,2.24,2.71,2.37,4.41,1.78,0.88,2.61,,
October,2.06,0.93,3.24,2.69,1.63,3.23,1.02,1.12,2.03,0.68,,
November,0.60,0.98,2.82,1.95,1.83,3.88,2.72,2.82,5.09,0.90,,
December,2.53,0.63,2.43,0.38,1.97,0.88,3.71,1.64,1.10,0.60,,
Total,15.75,20.42,28.44,21.36,15.25,26.25,24.98,26.08,24.23,32.73,,
Calc annual,15.75,20.42,23.93,21.36,15.25,26.25,24.98,26.08,24.23,32.73,,
Difference,-0.00,0.00,4.51,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
