"YORK PHILOSOPHICAL SOCIETY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3448,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,2.23,1.07,2.96,0.94,3.17,2.03,1.13,,
February,,,,1.44,1.08,0.96,2.18,2.22,0.94,2.62,,
March,,,,2.27,1.19,0.68,3.05,2.85,1.11,0.90,,
April,,,,0.61,1.43,0.32,2.05,3.37,1.18,1.69,,
May,,,,1.99,1.88,1.47,0.66,2.04,3.56,2.05,,
June,,,,0.93,0.90,2.25,2.51,1.43,3.06,3.34,,
July,,,,2.47,1.53,3.23,1.53,3.13,1.67,3.83,,
August,,,,2.05,1.76,1.93,2.05,4.43,5.37,2.45,,
September,,,,1.75,2.49,2.23,4.62,3.33,2.64,2.11,,
October,,,,1.93,2.22,3.81,2.78,2.92,1.62,0.60,,
November,,,,1.66,2.86,3.71,3.38,2.10,4.09,1.21,,
December,,,,0.31,2.63,0.83,6.05,2.18,1.45,1.01,,
Total,,,,19.64,21.04,24.38,31.80,33.17,28.72,22.94,,
Calc annual,0.00,0.00,0.00,19.64,21.04,24.38,31.80,33.17,28.72,22.94,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
