"FORT WILLIAM GLENFINNAN LOCH SHIEL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,8.09,8.52,15.62,19.38,16.75,12.79,10.55,12.64,12.24,3.72,,
February,8.62,12.34,10.37,1.99,5.30,3.70,8.29,16.00,7.49,4.30,,
March,4.32,14.89,5.07,3.91,17.06,5.51,15.73,7.76,11.21,8.47,,
April,9.58,3.63,4.92,2.77,9.92,6.41,3.48,3.00,3.64,2.53,,
May,8.16,2.37,7.04,5.44,3.52,10.25,3.04,5.28,6.83,5.20,,
June,5.64,2.63,11.62,6.56,5.63,6.26,7.70,12.88,4.63,4.52,,
July,6.75,10.05,4.72,7.94,7.50,3.45,8.69,8.96,4.62,11.41,,
August,1.83,9.29,6.65,11.71,8.81,12.71,7.77,4.58,7.98,6.40,,
September,8.45,3.36,11.18,7.99,16.24,5.40,3.79,6.42,16.17,16.39,,
October,13.35,9.69,13.30,15.42,19.86,8.60,10.14,14.81,12.79,7.93,,
November,4.20,6.35,12.50,10.12,8.52,7.81,4.28,18.87,4.91,6.43,,
December,6.48,14.90,10.39,18.94,4.85,11.28,5.66,16.91,4.95,9.32,,
Total,85.47,98.02,113.38,112.17,123.96,94.17,89.12,128.11,97.46,86.62,,
Calc annual,85.47,98.02,113.38,112.17,123.96,94.17,89.12,128.11,97.46,86.62,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
