"DENSHAW NEW YEARS BRIDGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,4.02,1.41,6.27,3.76,3.50,5.11,2.00,5.43,3.88,1.37,,
February,1.90,3.44,3.91,0.62,2.21,1.18,4.40,2.94,2.21,3.43,,
March,3.17,1.30,4.13,2.56,3.74,0.77,3.84,4.27,1.85,2.01,,
April,1.94,4.83,5.13,0.53,1.94,1.70,2.95,2.78,1.93,2.35,,
May,1.96,1.93,3.11,2.64,1.78,2.80,1.26,4.39,5.10,2.56,,
June,2.22,5.27,6.57,2.26,1.42,4.36,3.61,3.23,3.87,7.26,,
July,1.02,4.86,7.05,4.86,2.12,5.87,3.69,5.74,0.87,5.99,,
August,2.60,1.97,4.45,4.87,5.26,4.08,4.82,5.20,7.42,7.25,,
September,3.27,6.12,6.98,2.75,4.52,6.56,5.12,5.32,6.90,4.06,,
October,10.94,4.41,5.72,5.28,5.30,6.39,3.70,5.63,4.34,2.58,,
November,3.49,1.57,6.01,3.57,4.30,5.44,4.47,6.56,2.97,1.78,,
December,2.58,2.69,3.14,0.96,3.45,1.91,8.47,3.49,2.10,3.13,,
Total,39.11,39.80,62.47,34.66,39.54,46.17,48.33,54.98,43.44,43.77,,
Calc annual,39.11,39.80,62.47,34.66,39.54,46.17,48.33,54.98,43.44,43.77,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
