"LEEDS CRAG WOOD HORSFORTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,2.55,1.30,3.30,2.73,2.09,3.90,1.01,4.07,3.03,1.58,,
February,2.01,2.35,3.08,1.28,1.28,2.05,2.80,2.57,1.28,3.30,,
March,1.87,1.11,2.70,2.66,2.05,0.61,4.12,3.07,1.00,1.49,,
April,0.65,3.73,3.77,0.65,1.51,0.78,2.74,3.95,2.16,2.53,,
May,1.49,1.00,1.58,2.79,1.19,1.72,1.14,2.36,5.06,1.51,,
June,2.19,3.68,4.97,1.05,0.80,2.53,2.52,1.61,5.50,4.60,,
July,0.83,2.92,4.49,2.74,1.81,3.52,2.29,4.42,1.50,3.61,,
August,2.36,1.14,3.18,2.53,2.49,3.25,2.52,4.38,6.07,4.51,,
September,1.10,6.16,4.36,1.92,2.39,3.58,3.38,3.28,3.19,1.51,,
October,7.14,2.98,4.70,2.37,2.65,4.55,3.32,3.95,2.80,0.81,,
November,2.22,0.94,4.54,2.20,2.89,3.81,3.09,2.83,3.14,1.50,,
December,2.92,1.44,3.34,0.49,3.25,1.45,6.00,2.65,1.60,1.52,,
Total,27.33,28.75,44.01,23.41,24.40,31.75,34.93,39.14,36.33,28.47,,
Calc annual,27.33,28.75,44.01,23.41,24.40,31.75,34.93,39.14,36.33,28.47,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,,
